id,Fleet,Time,Obs,Exp,sel_bio,sel_num,F,Like,Mult
01-Diagnostic_1F,3,2018.37,0.017,0.0169995,1.42329,0.0169995,0.00477509,3.37523e-06,1
01-Diagnostic_1F,3,2018.62,0.09,0.0899975,7.56769,0.0899975,0.0253969,3.29643e-06,1
01-Diagnostic_1F,3,2019.12,0.003,0.0029999,0.252374,0.0029999,0.000956519,4.22244e-06,1
01-Diagnostic_1F,3,2019.37,0.024,0.0239992,2.02749,0.0239992,0.00754483,4.14978e-06,1
01-Diagnostic_1F,3,2019.62,0.04,0.0399987,3.39459,0.0399987,0.0135656,4.60778e-06,1
01-Diagnostic_1F,3,2020.12,0.015,0.0149994,1.27078,0.0149994,0.00590843,6.48127e-06,1
01-Diagnostic_1F,3,2020.37,0.021,0.0209992,1.76844,0.0209992,0.00798657,6.11704e-06,1
01-Diagnostic_1F,3,2020.62,0.029,0.0289988,2.40275,0.0289988,0.0116054,6.55126e-06,1
01-Diagnostic_1F,3,2021.12,0.012,0.0119996,0.946837,0.0119996,0.00462663,5.72969e-06,1
01-Diagnostic_1F,3,2021.37,0.031,0.0309989,2.404,0.0309989,0.0106013,4.86859e-06,1
01-Diagnostic_1F,3,2021.62,0.062,0.0619981,4.75386,0.0619981,0.0189491,3.85337e-06,1
01-Diagnostic_1F,3,2022.12,0.092,0.0919978,7.04991,0.0919978,0.0212952,2.25702e-06,1
01-Diagnostic_1F,3,2022.37,0.103,0.102998,7.99169,0.102998,0.0204028,1.67319e-06,1
01-Diagnostic_1F,3,2022.62,0.035,0.0349994,2.75394,0.0349994,0.00623948,1.3432e-06,1
01-Diagnostic_1F,4,1954.87,0.022,0.0220009,1.63595,0.0220009,0.000645734,6.22842e-06,1
01-Diagnostic_1F,4,1955.12,0.016,0.0159999,1.18295,0.0159999,0.000527263,6.46354e-08,1
01-Diagnostic_1F,4,1955.37,0.019,0.0189999,1.41412,0.0189999,0.000632929,5.51727e-08,1
01-Diagnostic_1F,4,1955.62,1.435,1.43499,107.22,1.43499,0.0495609,9.13144e-08,1
01-Diagnostic_1F,4,1955.87,1.857,1.857,138.29,1.857,0.0699413,2.2757e-08,1
01-Diagnostic_1F,4,1956.12,0.021,0.0209999,1.55787,0.0209999,0.000837957,8.66662e-08,1
01-Diagnostic_1F,4,1956.62,1.641,1.64099,121.883,1.64099,0.0674128,1.03852e-07,1
01-Diagnostic_1F,4,1956.87,2.235,2.235,164.822,2.235,0.0988939,1.49923e-08,1
01-Diagnostic_1F,4,1957.12,0.027,0.0269999,1.97637,0.0269999,0.00125287,1.04106e-07,1
01-Diagnostic_1F,4,1957.62,0.341,0.340998,24.8766,0.340998,0.015677,1.82366e-07,1
01-Diagnostic_1F,4,1957.87,0.715,0.714999,51.4862,0.714999,0.0346067,8.98636e-09,1
01-Diagnostic_1F,4,1958.12,0.163,0.162999,11.5538,0.162999,0.00807715,1.14496e-07,1
01-Diagnostic_1F,4,1958.62,1.45,1.44999,101.03,1.44999,0.0674822,1.27529e-07,1
01-Diagnostic_1F,4,1958.87,3.118,3.11805,211.701,3.11805,0.153539,9.33298e-07,1
01-Diagnostic_1F,4,1959.12,0.839,0.838996,55.7388,0.838996,0.0414373,1.17536e-07,1
01-Diagnostic_1F,4,1959.37,0.032,0.0319998,2.12607,0.0319998,0.0014521,1.2244e-07,1
01-Diagnostic_1F,4,1959.62,0.252,0.251998,16.7634,0.251998,0.0109332,1.73838e-07,1
01-Diagnostic_1F,4,1959.87,0.364,0.363998,24.2327,0.363998,0.015834,1.29766e-07,1
01-Diagnostic_1F,4,1960.12,0.009,0.00899996,0.606067,0.00899996,0.000381757,8.90088e-08,1
01-Diagnostic_1F,4,1960.37,0.282,0.281999,19.3627,0.281999,0.0113971,8.75876e-08,1
01-Diagnostic_1F,4,1960.62,0.614,0.613997,42.6473,0.613997,0.0250521,1.0441e-07,1
01-Diagnostic_1F,4,1960.87,0.239,0.238999,16.6037,0.238999,0.010243,1.58857e-07,1
01-Diagnostic_1F,4,1961.12,0.007,0.00699997,0.485465,0.00699997,0.000299479,8.57051e-08,1
01-Diagnostic_1F,4,1961.62,0.126,0.126,8.69914,0.126,0.00530805,2.43816e-08,1
01-Diagnostic_1F,4,1961.87,0.996,0.996006,67.7356,0.996006,0.0461285,1.4253e-07,1
01-Diagnostic_1F,4,1962.12,0.022,0.0219999,1.49416,0.0219999,0.00104048,1.09903e-07,1
01-Diagnostic_1F,4,1962.37,0.223,0.222999,15.3738,0.222999,0.0101565,1.12056e-07,1
01-Diagnostic_1F,4,1962.62,3.499,3.49898,244.299,3.49898,0.161684,8.8771e-08,1
01-Diagnostic_1F,4,1962.87,1.298,1.29801,90.9236,1.29801,0.0660254,2.64815e-07,1
01-Diagnostic_1F,4,1963.12,0.28,0.279998,19.6985,0.279998,0.0150603,1.3719e-07,1
01-Diagnostic_1F,4,1963.37,1.135,1.13499,80.6063,1.13499,0.0612991,1.38613e-07,1
01-Diagnostic_1F,4,1963.62,2.632,2.63198,187.593,2.63198,0.147142,1.48246e-07,1
01-Diagnostic_1F,4,1963.87,1.226,1.22606,86.2635,1.22606,0.0773861,1.03569e-05,1
01-Diagnostic_1F,4,1964.12,0.196,0.195999,13.554,0.195999,0.013301,2.36972e-07,1
01-Diagnostic_1F,4,1964.37,0.318,0.317998,21.9413,0.317998,0.020851,2.08502e-07,1
01-Diagnostic_1F,4,1964.62,1.152,1.15199,79.2054,1.15199,0.0747171,2.04592e-07,1
01-Diagnostic_1F,4,1964.87,1.01,1.00999,69.0325,1.00999,0.066539,2.33242e-07,1
01-Diagnostic_1F,4,1965.12,0.065,0.0649995,4.44481,0.0649995,0.00424458,1.989e-07,1
01-Diagnostic_1F,4,1965.37,0.038,0.0379997,2.6173,0.0379997,0.00242261,1.89028e-07,1
01-Diagnostic_1F,4,1965.62,1.796,1.79599,124.301,1.79599,0.116238,1.86993e-07,1
01-Diagnostic_1F,4,1965.87,1.959,1.95899,135.709,1.95899,0.133636,1.64056e-07,1
01-Diagnostic_1F,4,1966.12,0.092,0.0919993,6.402,0.0919993,0.00640337,2.464e-07,1
01-Diagnostic_1F,4,1966.37,0.203,0.202998,14.249,0.202998,0.0141564,2.37642e-07,1
01-Diagnostic_1F,4,1966.62,2.054,2.05399,144.547,2.05399,0.152734,3.77419e-08,1
01-Diagnostic_1F,4,1966.87,0.674,0.673998,47.2678,0.673998,0.0553821,4.92949e-08,1
01-Diagnostic_1F,4,1967.12,0.158,0.157999,11.1092,0.157999,0.0135209,3.54807e-07,1
01-Diagnostic_1F,4,1967.37,1.367,1.36699,96.9882,1.36699,0.117872,3.43606e-07,1
01-Diagnostic_1F,4,1967.62,1.246,1.24599,88.7764,1.24599,0.113542,3.45285e-07,1
01-Diagnostic_1F,4,1967.87,1.649,1.64898,117.581,1.64898,0.161454,4.60416e-07,1
01-Diagnostic_1F,4,1968.12,0.218,0.217998,15.5767,0.217998,0.0221806,4.92486e-07,1
01-Diagnostic_1F,4,1968.37,0.232,0.231997,16.583,0.231997,0.0242548,4.98947e-07,1
01-Diagnostic_1F,4,1968.62,0.674,0.673992,47.8483,0.673992,0.0732978,5.86785e-07,1
01-Diagnostic_1F,4,1968.87,0.637,0.636992,44.6057,0.636992,0.0711076,7.05282e-07,1
01-Diagnostic_1F,4,1969.12,0.091,0.0909989,6.24907,0.0909989,0.0101962,5.52767e-07,1
01-Diagnostic_1F,4,1969.37,0.203,0.202998,13.6977,0.202998,0.0219916,5.47674e-07,1
01-Diagnostic_1F,4,1969.62,0.427,0.426995,28.4237,0.426995,0.0439375,5.25553e-07,1
01-Diagnostic_1F,4,1969.87,0.626,0.625993,41.0308,0.625993,0.0621393,5.33254e-07,1
01-Diagnostic_1F,4,1970.12,0.215,0.214998,13.9169,0.214998,0.0204488,4.12388e-07,1
01-Diagnostic_1F,4,1970.37,0.211,0.210998,13.6156,0.210998,0.0188064,3.58876e-07,1
01-Diagnostic_1F,4,1970.62,2.039,2.03899,130.989,2.03899,0.177656,1.94684e-07,1
01-Diagnostic_1F,4,1970.87,1.367,1.36702,86.2482,1.36702,0.126319,9.34999e-07,1
01-Diagnostic_1F,4,1971.12,0.024,0.0239998,1.4879,0.0239998,0.00237835,3.551e-07,1
01-Diagnostic_1F,4,1971.37,0.035,0.0349996,2.1714,0.0349996,0.00338426,4.28259e-07,1
01-Diagnostic_1F,4,1971.62,0.211,0.210999,13.1774,0.210999,0.0192535,2.06708e-07,1
01-Diagnostic_1F,4,1971.87,0.054,0.0540001,3.36677,0.0540001,0.0049107,8.22776e-09,1
01-Diagnostic_1F,4,1972.62,0.428,0.427996,27.4791,0.427996,0.0358351,3.14179e-07,1
01-Diagnostic_1F,4,1972.87,0.252,0.252003,16.4188,0.252003,0.0217824,7.38416e-07,1
01-Diagnostic_1F,4,1973.62,0.039,0.0389996,2.65441,0.0389996,0.00362646,4.06895e-07,1
01-Diagnostic_1F,4,1973.87,0.152,0.152018,10.1436,0.152018,0.015306,5.50898e-05,1
01-Diagnostic_1F,4,1974.62,0.173,0.172998,10.539,0.172998,0.0159041,3.88622e-07,1
01-Diagnostic_1F,4,1974.87,0.321,0.320997,19.73,0.320997,0.0278035,3.16584e-07,1
01-Diagnostic_1F,4,1975.12,0.001,0.000999992,0.0630561,0.000999992,8.36015e-05,2.91152e-07,1
01-Diagnostic_1F,4,1975.62,0.025,0.0249998,1.70067,0.0249998,0.00202216,3.06185e-07,1
01-Diagnostic_1F,4,1975.87,0.058,0.0579995,4.06982,0.0579995,0.00497061,3.25842e-07,1
01-Diagnostic_1F,4,1976.12,0.022,0.0219998,1.57464,0.0219998,0.00209806,3.78304e-07,1
01-Diagnostic_1F,4,1976.37,0.006,0.00599993,0.434443,0.00599993,0.000616205,4.91963e-07,1
01-Diagnostic_1F,4,1976.62,0.06,0.0599993,4.34077,0.0599993,0.00659023,5.3874e-07,1
01-Diagnostic_1F,4,1976.87,1.706,1.70598,120.753,1.70598,0.202436,6.30915e-07,1
01-Diagnostic_1F,4,1977.62,0.095,0.094999,6.16695,0.094999,0.0100145,4.96494e-07,1
01-Diagnostic_1F,4,1977.87,0.16,0.159998,10.3005,0.159998,0.0158039,4.72213e-07,1
01-Diagnostic_1F,4,1978.62,0.171,0.170998,11.185,0.170998,0.0149151,3.25391e-07,1
01-Diagnostic_1F,4,1978.87,0.49,0.489996,31.8512,0.489996,0.0439131,3.32982e-07,1
01-Diagnostic_1F,4,1979.87,0.075,0.0749994,4.7823,0.0749994,0.00566977,2.31286e-07,1
01-Diagnostic_1F,4,1980.12,0.003,0.00299998,0.193713,0.00299998,0.000219291,2.30609e-07,1
01-Diagnostic_1F,4,1981.12,0.012,0.0119999,0.810247,0.0119999,0.000807932,1.90742e-07,1
01-Diagnostic_1F,4,1982.37,0.093,0.0929992,6.38326,0.0929992,0.00757902,2.92709e-07,1
01-Diagnostic_1F,4,1982.87,0.004,0.00399996,0.276082,0.00399996,0.000387297,3.57061e-07,1
01-Diagnostic_1F,4,1986.87,0.006,0.0059999,0.42515,0.0059999,0.00102761,1.20517e-06,1
01-Diagnostic_1F,4,1987.87,0.391,0.390993,23.1211,0.390993,0.0693281,1.30192e-06,1
01-Diagnostic_1F,4,1988.62,0.014,0.0139999,0.779498,0.0139999,0.00156195,4.34794e-07,1
01-Diagnostic_1F,4,1989.37,0.218,0.217998,13.7577,0.217998,0.019138,3.10455e-07,1
01-Diagnostic_1F,4,1989.62,0.093,0.0929992,6.06195,0.0929992,0.00870355,2.97172e-07,1
01-Diagnostic_1F,4,1989.87,0.266,0.265997,17.6827,0.265997,0.0279901,4.2217e-07,1
01-Diagnostic_1F,4,1990.87,0.005,0.00499994,0.335011,0.00499994,0.000656758,6.7869e-07,1
01-Diagnostic_1F,4,1991.87,0.009,0.00899988,0.577786,0.00899988,0.00119633,7.31165e-07,1
01-Diagnostic_1F,4,1992.37,0.001,0.000999988,0.0639674,0.000999988,0.000118249,6.21907e-07,1
01-Diagnostic_1F,4,1992.62,0.084,0.083999,5.37572,0.083999,0.00950571,5.34605e-07,1
01-Diagnostic_1F,4,1992.87,0.044,0.0439995,2.8122,0.0439995,0.0049052,5.28138e-07,1
01-Diagnostic_1F,4,1993.87,0.003,0.00299997,0.189969,0.00299997,0.000290523,4.10636e-07,1
01-Diagnostic_1F,4,1998.62,0.058,0.0579996,3.68383,0.0579996,0.00378267,1.72773e-07,1
01-Diagnostic_1F,4,1999.37,0.022,0.0219999,1.40472,0.0219999,0.00141447,1.74956e-07,1
01-Diagnostic_1F,4,1999.62,1.01,1.00999,64.4854,1.00999,0.0641342,1.68692e-07,1
01-Diagnostic_1F,4,1999.87,0.016,0.0159999,1.02328,0.0159999,0.00101189,1.69241e-07,1
01-Diagnostic_1F,4,2001.12,0.001,0.000999994,0.0683914,0.000999994,6.23788e-05,1.69273e-07,1
01-Diagnostic_1F,4,2001.62,0.017,0.0169999,1.19808,0.0169999,0.00114883,1.98971e-07,1
01-Diagnostic_1F,4,2001.87,0.008,0.00799994,0.559046,0.00799994,0.000574765,2.21118e-07,1
01-Diagnostic_1F,4,2003.62,0.026,0.0259998,1.73429,0.0259998,0.00179547,1.91614e-07,1
01-Diagnostic_1F,4,2004.62,0.001,0.000999992,0.0685405,0.000999992,8.46643e-05,2.96588e-07,1
01-Diagnostic_1F,4,2006.62,0.012,0.0119999,0.797917,0.0119999,0.00128168,4.87933e-07,1
01-Diagnostic_1F,4,2006.87,0.003,0.00299997,0.196576,0.00299997,0.000320368,4.87169e-07,1
01-Diagnostic_1F,4,2007.62,0.006,0.00599995,0.379768,0.00599995,0.000529081,3.35098e-07,1
01-Diagnostic_1F,4,2011.87,0.027,0.0269996,1.7838,0.0269996,0.0037101,7.84278e-07,1
01-Diagnostic_1F,4,2012.62,0.098,0.0979984,6.49422,0.0979984,0.0158074,1.05095e-06,1
01-Diagnostic_1F,4,2015.62,0.002,0.00199997,0.126343,0.00199997,0.000319452,1.02835e-06,1
01-Diagnostic_1F,4,2016.62,0.001,0.000999984,0.0634636,0.000999984,0.000160279,1.06438e-06,1
01-Diagnostic_1F,4,2018.62,0.012,0.0119998,0.787736,0.0119998,0.00187326,1.0077e-06,1
01-Diagnostic_1F,4,2020.62,0.005,0.00499991,0.298914,0.00499991,0.000909731,1.30784e-06,1
01-Diagnostic_1F,4,2022.62,0.006,0.00599995,0.381549,0.00599995,0.000507374,3.06767e-07,1
01-Diagnostic_1F,5,1967.12,0.006,0.00599994,0.42187,0.00599994,0.000513454,3.54807e-07,1
01-Diagnostic_1F,5,1967.37,0.449,0.448996,31.8564,0.448996,0.038716,3.43606e-07,1
01-Diagnostic_1F,5,1967.62,0.291,0.290997,20.7335,0.290997,0.0265173,3.45285e-07,1
01-Diagnostic_1F,5,1967.87,0.313,0.312997,22.3183,0.312997,0.030646,4.60416e-07,1
01-Diagnostic_1F,5,1968.12,0.219,0.218998,15.6482,0.218998,0.0222824,4.92486e-07,1
01-Diagnostic_1F,5,1968.37,0.341,0.340996,24.3742,0.340996,0.0356504,4.98947e-07,1
01-Diagnostic_1F,5,1968.62,0.301,0.300996,21.3684,0.300996,0.0327339,5.86785e-07,1
01-Diagnostic_1F,5,1968.87,0.063,0.0629992,4.41155,0.0629992,0.00703262,7.05282e-07,1
01-Diagnostic_1F,5,1969.12,0.018,0.0179998,1.23608,0.0179998,0.00201682,5.52767e-07,1
01-Diagnostic_1F,5,1969.37,0.059,0.0589993,3.98111,0.0589993,0.00639165,5.47674e-07,1
01-Diagnostic_1F,5,1969.87,0.059,0.0589993,3.86712,0.0589993,0.00585658,5.33254e-07,1
01-Diagnostic_1F,5,1970.12,0.012,0.0119999,0.776758,0.0119999,0.00114133,4.12388e-07,1
01-Diagnostic_1F,5,1970.37,0.024,0.0239998,1.5487,0.0239998,0.00213912,3.58876e-07,1
01-Diagnostic_1F,5,1970.62,0.479,0.478997,30.7718,0.478997,0.0417348,1.94684e-07,1
01-Diagnostic_1F,5,1970.87,0.061,0.0610009,3.84868,0.0610009,0.00563675,9.34999e-07,1
01-Diagnostic_1F,5,1971.12,0.017,0.0169998,1.05393,0.0169998,0.00168466,3.551e-07,1
01-Diagnostic_1F,5,1971.37,0.21,0.209998,13.0284,0.209998,0.0203055,4.28259e-07,1
01-Diagnostic_1F,5,1971.62,0.477,0.476997,29.7897,0.476997,0.0435258,2.06708e-07,1
01-Diagnostic_1F,5,1971.87,0.583,0.583001,36.3487,0.583001,0.0530173,8.22776e-09,1
01-Diagnostic_1F,5,1972.12,0.194,0.193998,12.0672,0.193998,0.0178425,3.15009e-07,1
01-Diagnostic_1F,5,1972.37,0.053,0.0529995,3.33218,0.0529995,0.00468117,3.5978e-07,1
01-Diagnostic_1F,5,1972.62,0.384,0.383997,24.6541,0.383997,0.0321511,3.14179e-07,1
01-Diagnostic_1F,5,1972.87,0.228,0.228003,14.8551,0.228003,0.0197079,7.38416e-07,1
01-Diagnostic_1F,5,1973.12,0.123,0.122999,8.11915,0.122999,0.0113208,3.45822e-07,1
01-Diagnostic_1F,5,1973.37,0.319,0.318997,21.4576,0.318997,0.0298167,4.03663e-07,1
01-Diagnostic_1F,5,1973.62,0.443,0.442996,30.1514,0.442996,0.0411928,4.06895e-07,1
01-Diagnostic_1F,5,1973.87,0.076,0.0760088,5.07178,0.0760088,0.00765302,5.50898e-05,1
01-Diagnostic_1F,5,1974.12,0.037,0.0369996,2.34585,0.0369996,0.00400311,4.48645e-07,1
01-Diagnostic_1F,5,1974.37,0.44,0.439995,26.9816,0.439995,0.0445415,4.69091e-07,1
01-Diagnostic_1F,5,1974.62,1.018,1.01799,62.0156,1.01799,0.0935863,3.88622e-07,1
01-Diagnostic_1F,5,1974.87,0.709,0.708994,43.5781,0.708994,0.0614102,3.16584e-07,1
01-Diagnostic_1F,5,1975.12,0.153,0.152999,9.64758,0.152999,0.012791,2.91152e-07,1
01-Diagnostic_1F,5,1975.37,0.28,0.279998,18.3285,0.279998,0.0227802,3.02942e-07,1
01-Diagnostic_1F,5,1975.62,0.091,0.0909992,6.19043,0.0909992,0.00736066,3.06185e-07,1
01-Diagnostic_1F,5,1975.87,0.049,0.0489996,3.4383,0.0489996,0.00419931,3.25842e-07,1
01-Diagnostic_1F,5,1976.12,0.02,0.0199998,1.4315,0.0199998,0.00190733,3.78304e-07,1
01-Diagnostic_1F,5,1976.37,0.104,0.103999,7.53034,0.103999,0.0106809,4.91963e-07,1
01-Diagnostic_1F,5,1976.62,0.324,0.323996,23.4402,0.323996,0.0355873,5.3874e-07,1
01-Diagnostic_1F,5,1976.87,0.3,0.299996,21.2343,0.299996,0.0355984,6.30915e-07,1
01-Diagnostic_1F,5,1977.12,0.054,0.0539993,3.68769,0.0539993,0.00649866,6.45957e-07,1
01-Diagnostic_1F,5,1977.37,0.197,0.196998,13.027,0.196998,0.0224523,5.87344e-07,1
01-Diagnostic_1F,5,1977.62,0.342,0.341996,22.201,0.341996,0.036052,4.96494e-07,1
01-Diagnostic_1F,5,1977.87,0.312,0.311997,20.086,0.311997,0.0308176,4.72213e-07,1
01-Diagnostic_1F,5,1978.12,0.054,0.0539995,3.47481,0.0539995,0.00508398,3.94799e-07,1
01-Diagnostic_1F,5,1978.37,0.306,0.305997,19.8592,0.305997,0.0273818,3.59472e-07,1
01-Diagnostic_1F,5,1978.62,0.335,0.334997,21.912,0.334997,0.0292197,3.25391e-07,1
01-Diagnostic_1F,5,1978.87,0.007,0.00699994,0.455018,0.00699994,0.00062733,3.32982e-07,1
01-Diagnostic_1F,5,1979.12,0.039,0.0389997,2.49892,0.0389997,0.00344868,3.31372e-07,1
01-Diagnostic_1F,5,1979.37,0.157,0.156999,9.9901,0.156999,0.0129255,2.98403e-07,1
01-Diagnostic_1F,5,1979.62,0.266,0.265998,16.9074,0.265998,0.020639,2.56734e-07,1
01-Diagnostic_1F,5,1979.87,0.039,0.0389997,2.48679,0.0389997,0.00294828,2.31286e-07,1
01-Diagnostic_1F,5,1980.12,0.036,0.0359997,2.32456,0.0359997,0.0026315,2.30609e-07,1
01-Diagnostic_1F,5,1980.37,0.15,0.149999,9.89272,0.149999,0.0103656,2.19214e-07,1
01-Diagnostic_1F,5,1980.62,0.691,0.690995,46.4128,0.690995,0.0461502,2.0026e-07,1
01-Diagnostic_1F,5,1980.87,0.01,0.00999993,0.67662,0.00999993,0.000667371,1.91636e-07,1
01-Diagnostic_1F,5,1981.12,0.02,0.0199999,1.35041,0.0199999,0.00134655,1.90742e-07,1
01-Diagnostic_1F,5,1981.37,0.331,0.330998,22.2957,0.330998,0.0221322,1.99737e-07,1
01-Diagnostic_1F,5,1981.62,0.192,0.191999,12.9131,0.191999,0.0130378,1.91483e-07,1
01-Diagnostic_1F,5,1981.87,0.054,0.0539996,3.62536,0.0539996,0.00392554,2.06755e-07,1
01-Diagnostic_1F,5,1982.12,0.04,0.0399997,2.70111,0.0399997,0.00312583,2.44108e-07,1
01-Diagnostic_1F,5,1982.37,0.176,0.175999,12.0801,0.175999,0.0143431,2.92709e-07,1
01-Diagnostic_1F,5,1982.62,0.411,0.410996,28.5563,0.410996,0.0357494,3.06284e-07,1
01-Diagnostic_1F,5,1982.87,0.015,0.0149999,1.03531,0.0149999,0.00145236,3.57061e-07,1
01-Diagnostic_1F,5,1983.12,0.045,0.0449995,3.03913,0.0449995,0.00464336,4.28654e-07,1
01-Diagnostic_1F,5,1983.37,0.137,0.136999,9.08386,0.136999,0.0138379,4.61346e-07,1
01-Diagnostic_1F,5,1983.62,0.146,0.145999,9.57148,0.145999,0.014199,4.06011e-07,1
01-Diagnostic_1F,5,1983.87,0.024,0.0239998,1.56571,0.0239998,0.00229865,3.89433e-07,1
01-Diagnostic_1F,5,1984.12,0.012,0.0119999,0.78727,0.0119999,0.00113905,3.75785e-07,1
01-Diagnostic_1F,5,1984.37,0.257,0.256998,17.1,0.256998,0.0242229,3.88481e-07,1
01-Diagnostic_1F,5,1984.62,0.288,0.287997,19.4066,0.287997,0.0280071,3.81252e-07,1
01-Diagnostic_1F,5,1984.87,0.017,0.0169998,1.15586,0.0169998,0.00171857,4.47103e-07,1
01-Diagnostic_1F,5,1985.12,0.015,0.0149998,1.02846,0.0149998,0.00153439,4.57889e-07,1
01-Diagnostic_1F,5,1985.37,0.079,0.0789992,5.45093,0.0789992,0.00817473,4.77076e-07,1
01-Diagnostic_1F,5,1985.62,0.091,0.090999,6.28186,0.090999,0.0100658,4.81903e-07,1
01-Diagnostic_1F,5,1985.87,0.076,0.0759991,5.24934,0.0759991,0.00924521,6.20588e-07,1
01-Diagnostic_1F,5,1986.12,0.182,0.181998,12.6967,0.181998,0.0237246,7.16399e-07,1
01-Diagnostic_1F,5,1986.37,0.026,0.0259996,1.83868,0.0259996,0.00358332,8.40958e-07,1
01-Diagnostic_1F,5,1986.62,0.037,0.0369994,2.63607,0.0369994,0.00558591,9.2742e-07,1
01-Diagnostic_1F,5,1986.87,0.009,0.00899985,0.637726,0.00899985,0.00154141,1.20517e-06,1
01-Diagnostic_1F,5,1987.12,0.007,0.00699987,0.486334,0.00699987,0.00129602,1.44373e-06,1
01-Diagnostic_1F,5,1987.37,0.114,0.113998,7.67525,0.113998,0.0212808,1.50871e-06,1
01-Diagnostic_1F,5,1987.62,0.07,0.0699987,4.45178,0.0699987,0.0131131,1.46033e-06,1
01-Diagnostic_1F,5,1988.12,0.055,0.0549992,3.09373,0.0549992,0.00839331,9.78886e-07,1
01-Diagnostic_1F,5,1988.37,0.083,0.082999,4.58697,0.082999,0.0106209,6.56819e-07,1
01-Diagnostic_1F,5,1988.62,0.204,0.203998,11.3584,0.203998,0.0227599,4.34794e-07,1
01-Diagnostic_1F,5,1988.87,0.054,0.0539995,3.11036,0.0539995,0.00542674,4.22521e-07,1
01-Diagnostic_1F,5,1989.12,0.277,0.276998,16.7289,0.276998,0.0254314,3.31472e-07,1
01-Diagnostic_1F,5,1989.37,0.11,0.109999,6.94197,0.109999,0.00965678,3.10455e-07,1
01-Diagnostic_1F,5,1989.62,0.671,0.670994,43.7373,0.670994,0.0627966,2.97172e-07,1
01-Diagnostic_1F,5,1989.87,0.015,0.0149998,0.997147,0.0149998,0.00157839,4.2217e-07,1
01-Diagnostic_1F,5,1990.12,0.025,0.0249997,1.68565,0.0249997,0.00277235,5.12352e-07,1
01-Diagnostic_1F,5,1990.37,0.012,0.0119999,0.818387,0.0119999,0.00133609,5.57432e-07,1
01-Diagnostic_1F,5,1990.62,0.629,0.628993,42.8365,0.628993,0.0745663,5.42985e-07,1
01-Diagnostic_1F,5,1991.37,0.313,0.312996,20.5418,0.312996,0.0411149,7.58882e-07,1
01-Diagnostic_1F,5,1991.62,1.041,1.04099,67.6772,1.04099,0.136956,6.90005e-07,1
01-Diagnostic_1F,5,1991.87,0.124,0.123998,7.9606,0.123998,0.0164828,7.31165e-07,1
01-Diagnostic_1F,5,1992.12,0.376,0.375995,24.0075,0.375995,0.0477894,6.81866e-07,1
01-Diagnostic_1F,5,1992.37,0.369,0.368995,23.604,0.368995,0.0436339,6.21907e-07,1
01-Diagnostic_1F,5,1992.62,0.33,0.329996,21.1189,0.329996,0.0373439,5.34605e-07,1
01-Diagnostic_1F,5,1992.87,0.809,0.808991,51.7061,0.808991,0.0901888,5.28138e-07,1
01-Diagnostic_1F,5,1993.12,0.627,0.626993,39.9545,0.626993,0.0683832,4.8395e-07,1
01-Diagnostic_1F,5,1993.37,0.577,0.576994,36.5938,0.576994,0.0606951,4.60065e-07,1
01-Diagnostic_1F,5,1993.62,0.367,0.366996,23.1932,0.366996,0.0372665,4.30065e-07,1
01-Diagnostic_1F,5,1993.87,0.64,0.639994,40.5266,0.639994,0.0619783,4.10636e-07,1
01-Diagnostic_1F,5,1994.12,1.426,1.42599,90.2597,1.42599,0.134301,3.42158e-07,1
01-Diagnostic_1F,5,1994.37,1.081,1.08099,68.1127,1.08099,0.101716,3.52931e-07,1
01-Diagnostic_1F,5,1994.62,0.905,0.904992,56.9212,0.904992,0.086333,3.60521e-07,1
01-Diagnostic_1F,5,1994.87,0.558,0.557995,35.218,0.557995,0.0538575,3.84844e-07,1
01-Diagnostic_1F,5,1995.12,0.026,0.0259998,1.65244,0.0259998,0.00247967,3.43728e-07,1
01-Diagnostic_1F,5,1995.37,0.047,0.0469996,3.00899,0.0469996,0.00445213,3.56912e-07,1
01-Diagnostic_1F,5,1995.62,0.032,0.0319997,2.0651,0.0319997,0.00310475,3.78822e-07,1
01-Diagnostic_1F,5,1995.87,0.053,0.0529995,3.45674,0.0529995,0.00525475,4.18164e-07,1
01-Diagnostic_1F,5,1996.12,0.179,0.178998,11.7602,0.178998,0.0180536,3.86694e-07,1
01-Diagnostic_1F,5,1996.37,0.136,0.135999,8.9456,0.135999,0.0139593,4.4019e-07,1
01-Diagnostic_1F,5,1996.62,0.134,0.133999,8.72597,0.133999,0.0140409,4.45437e-07,1
01-Diagnostic_1F,5,1996.87,0.048,0.0479995,3.05153,0.0479995,0.00493944,4.57586e-07,1
01-Diagnostic_1F,5,1997.12,0.025,0.0249998,1.54253,0.0249998,0.00238065,3.66041e-07,1
01-Diagnostic_1F,5,1997.37,0.108,0.107999,6.51233,0.107999,0.00927706,3.14203e-07,1
01-Diagnostic_1F,5,1997.62,0.179,0.178999,10.6811,0.178999,0.0141883,2.54778e-07,1
01-Diagnostic_1F,5,1997.87,0.092,0.0919993,5.53249,0.0919993,0.00675692,2.32216e-07,1
01-Diagnostic_1F,5,1998.12,0.074,0.0739995,4.53152,0.0739995,0.00505707,1.79175e-07,1
01-Diagnostic_1F,5,1998.37,0.223,0.222999,13.9213,0.222999,0.0146348,1.75552e-07,1
01-Diagnostic_1F,5,1998.62,0.027,0.0269998,1.71488,0.0269998,0.0017609,1.72773e-07,1
