id,number,name,tag,n_warn,par_status,par_afterbound,nfleets,startyr,endyr,n_seasons,ss_version,n_par_active,n_par_active_nd,n_par_total,log_det_hessian,mgc,nll,Catch,Equil_catch,Survey,Length_comp,Age_comp,SizeFreq,Recruitment,InitEQ_Regime,Forecast_Recruitment,Parm_priors,Parm_softbounds,Parm_devs,F_Ballpark,F_Ballpark(info_only)_2010_estF_tgtF,Crash_Pen,ltrend,runs,ar,sdr,sigmaR,steepness,M_m,L0_m,Linf_m,k_m,M_f,L0_f,Linf_f,k_f,F_2016,F_2022,SSB_virgin,SSB_Initial,SSB_2016,SSB_2022,MSY,SSB_MSY,F_MSY,B_Bmsy_2016,B_Bmsy_2022,F_Fmsy_2016,F_Fmsy_2022,R_virgin,R_initial,dep_st,dep_dyn_2016,dep_dyn_2022,mohns_rho_ssb,mohns_rho_f,average_xval_cpue_mase,average_xval_len_mase
01-Diagnostic_1F,01,Diagnostic_1F,,60,0.276315789473684,0.986842105263158,20,1952,2022,4,3.3,234,152,2914,983.254,0.000183747,1672.87,0.43703,0,-29.5033,151.609,121.472,1434.6,-5.88377,0,0.0210218,0,0.0196924,0,0.0958203,0.464774,0,,0.534904611263925,0.589109724966786,0.43891383319627,0.6,0.8,,,,0.439048,0.36,94.5558,217.145,0.439048,1.20922,0.734798,12285.6,12285.6,1018.07,1361.84,2170.1,2584.05,0.43689,0.393983,0.52702,1.20922,0.734798,180.616,180.616,0.185246141824575,0.109918549261286,0.141307821611638,,,,
