Fleet,Length,Sel
1,55.5,5.03845e-07
2,55.5,2.3656e-09
3,55.5,2.35596e-09
4,55.5,4.01251e-09
5,55.5,4.01251e-09
6,55.5,2.38984e-09
7,55.5,2.36853e-09
8,55.5,2.36853e-09
9,55.5,2.3618e-09
10,55.5,8.06972e-11
11,55.5,5.03845e-07
12,55.5,2.3656e-09
13,55.5,2.35596e-09
14,55.5,4.01251e-09
15,55.5,2.3656e-09
16,55.5,2.35913e-09
17,55.5,2.79651e-06
18,55.5,0.0019311
19,55.5,2.40253e-09
20,55.5,2.38984e-09
1,56.5,6.32678e-07
2,56.5,2.36787e-09
3,56.5,2.35808e-09
4,56.5,4.55837e-09
5,56.5,4.55837e-09
6,56.5,2.39248e-09
7,56.5,2.37084e-09
8,56.5,2.37084e-09
9,56.5,2.364e-09
10,56.5,9.42655e-11
11,56.5,6.32678e-07
12,56.5,2.36787e-09
13,56.5,2.35808e-09
14,56.5,4.55837e-09
15,56.5,2.36787e-09
16,56.5,2.36192e-09
17,56.5,3.36086e-06
18,56.5,0.00208308
19,56.5,2.40538e-09
20,56.5,2.39248e-09
1,57.5,7.93172e-07
2,57.5,2.37016e-09
3,57.5,2.36023e-09
4,57.5,5.27854e-09
5,57.5,5.27854e-09
6,57.5,2.39516e-09
7,57.5,2.37318e-09
8,57.5,2.37318e-09
9,57.5,2.36624e-09
10,57.5,1.10115e-10
11,57.5,7.93172e-07
12,57.5,2.37016e-09
13,57.5,2.36023e-09
14,57.5,5.27854e-09
15,57.5,2.37016e-09
16,57.5,2.36502e-09
17,57.5,4.03382e-06
18,57.5,0.00224598
19,57.5,2.40827e-09
20,57.5,2.39516e-09
1,58.5,9.92733e-07
2,58.5,2.37249e-09
3,58.5,2.36242e-09
4,58.5,6.22693e-09
5,58.5,6.22693e-09
6,58.5,2.39788e-09
7,58.5,2.37555e-09
8,58.5,2.37555e-09
9,58.5,2.36851e-09
10,58.5,1.2863e-10
11,58.5,9.92733e-07
12,58.5,2.37249e-09
13,58.5,2.36242e-09
14,58.5,6.22693e-09
15,58.5,2.37249e-09
16,58.5,2.36855e-09
17,58.5,4.83519e-06
18,58.5,0.00242051
19,58.5,2.41121e-09
20,58.5,2.39788e-09
1,59.5,1.2404e-06
2,59.5,2.37486e-09
3,59.5,2.36463e-09
4,59.5,7.47347e-09
5,59.5,7.47347e-09
6,59.5,2.40065e-09
7,59.5,2.37797e-09
8,59.5,2.37797e-09
9,59.5,2.37082e-09
10,59.5,1.50257e-10
11,59.5,1.2404e-06
12,59.5,2.37486e-09
13,59.5,2.36463e-09
14,59.5,7.47347e-09
15,59.5,2.37486e-09
16,59.5,2.37268e-09
17,59.5,5.78812e-06
18,59.5,0.00260739
19,59.5,2.4142e-09
20,59.5,2.40065e-09
1,60.5,1.54721e-06
2,60.5,2.37726e-09
3,60.5,2.36688e-09
4,60.5,9.10868e-09
5,60.5,9.10868e-09
6,60.5,2.40346e-09
7,60.5,2.38042e-09
8,60.5,2.38042e-09
9,60.5,2.37316e-09
10,60.5,1.75521e-10
11,60.5,1.54721e-06
12,60.5,2.37726e-09
13,60.5,2.36688e-09
14,60.5,9.10868e-09
15,60.5,2.37726e-09
16,60.5,2.37764e-09
17,60.5,6.91974e-06
18,60.5,0.0028074
19,60.5,2.41724e-09
20,60.5,2.40346e-09
1,61.5,1.92654e-06
2,61.5,2.3797e-09
3,61.5,2.36916e-09
4,61.5,1.12495e-08
5,61.5,1.12495e-08
6,61.5,2.40632e-09
7,61.5,2.3829e-09
8,61.5,2.3829e-09
9,61.5,2.37553e-09
10,61.5,2.05033e-10
11,61.5,1.92654e-06
12,61.5,2.3797e-09
13,61.5,2.36916e-09
14,61.5,1.12495e-08
15,61.5,2.3797e-09
16,61.5,2.38376e-09
17,61.5,8.26166e-06
18,61.5,0.00302137
19,61.5,2.42034e-09
20,61.5,2.40632e-09
1,62.5,2.39467e-06
2,62.5,2.38217e-09
3,62.5,2.37147e-09
4,62.5,1.40466e-08
5,62.5,1.40466e-08
6,62.5,2.40923e-09
7,62.5,2.38543e-09
8,62.5,2.38543e-09
9,62.5,2.37794e-09
10,62.5,2.39506e-10
11,62.5,2.39467e-06
12,62.5,2.38217e-09
13,62.5,2.37147e-09
14,62.5,1.40466e-08
15,62.5,2.38217e-09
16,62.5,2.39149e-09
17,62.5,9.85077e-06
18,62.5,0.00325013
19,62.5,2.42349e-09
20,62.5,2.40923e-09
1,63.5,2.9713e-06
2,63.5,2.38469e-09
3,63.5,2.37382e-09
4,63.5,1.76938e-08
5,63.5,1.76938e-08
6,63.5,2.41219e-09
7,63.5,2.388e-09
8,63.5,2.388e-09
9,63.5,2.38039e-09
10,63.5,2.79776e-10
11,63.5,2.9713e-06
12,63.5,2.38469e-09
13,63.5,2.37382e-09
14,63.5,1.76938e-08
15,63.5,2.38469e-09
16,63.5,2.40146e-09
17,63.5,1.173e-05
18,63.5,0.0034946
19,63.5,2.4267e-09
20,63.5,2.41219e-09
1,64.5,3.68023e-06
2,64.5,2.38724e-09
3,64.5,2.37621e-09
4,64.5,2.24396e-08
5,64.5,2.24396e-08
6,64.5,2.4152e-09
7,64.5,2.3906e-09
8,64.5,2.3906e-09
9,64.5,2.38288e-09
10,64.5,3.26817e-10
11,64.5,3.68023e-06
12,64.5,2.38724e-09
13,64.5,2.37621e-09
14,64.5,2.24396e-08
15,64.5,2.38724e-09
16,64.5,2.41457e-09
17,64.5,1.39492e-05
18,64.5,0.00375573
19,64.5,2.42996e-09
20,64.5,2.4152e-09
1,65.5,4.55018e-06
2,65.5,2.38984e-09
3,65.5,2.37863e-09
4,65.5,2.86023e-08
5,65.5,2.86023e-08
6,65.5,2.41826e-09
7,65.5,2.39325e-09
8,65.5,2.39325e-09
9,65.5,2.38541e-09
10,65.5,3.81767e-10
11,65.5,4.55018e-06
12,65.5,2.38984e-09
13,65.5,2.37863e-09
14,65.5,2.86023e-08
15,65.5,2.38984e-09
16,65.5,2.43203e-09
17,65.5,1.65662e-05
18,65.5,0.0040345
19,65.5,2.43328e-09
20,65.5,2.41826e-09
1,66.5,5.61569e-06
2,66.5,2.39247e-09
3,66.5,2.38109e-09
4,66.5,3.65883e-08
5,66.5,3.65883e-08
6,66.5,2.42137e-09
7,66.5,2.39595e-09
8,66.5,2.39595e-09
9,66.5,2.38797e-09
10,66.5,4.45957e-10
11,66.5,5.61569e-06
12,66.5,2.39247e-09
13,66.5,2.38109e-09
14,66.5,3.65883e-08
15,66.5,2.39247e-09
16,66.5,2.45552e-09
17,66.5,1.96481e-05
18,66.5,0.00433197
19,66.5,2.43666e-09
20,66.5,2.42137e-09
1,67.5,6.91827e-06
2,67.5,2.39515e-09
3,67.5,2.38359e-09
4,67.5,4.69157e-08
5,67.5,4.69157e-08
6,67.5,2.42454e-09
7,67.5,2.39868e-09
8,67.5,2.39868e-09
9,67.5,2.39058e-09
10,67.5,5.20939e-10
11,67.5,6.91827e-06
12,67.5,2.39515e-09
13,67.5,2.38359e-09
14,67.5,4.69157e-08
15,67.5,2.39515e-09
16,67.5,2.48739e-09
17,67.5,2.32725e-05
18,67.5,0.00464922
19,67.5,2.44011e-09
20,67.5,2.42454e-09
1,68.5,8.50765e-06
2,68.5,2.39788e-09
3,68.5,2.38613e-09
4,68.5,6.02429e-08
5,68.5,6.02429e-08
6,68.5,2.42777e-09
7,68.5,2.40146e-09
8,68.5,2.40146e-09
9,68.5,2.39323e-09
10,68.5,6.08529e-10
11,68.5,8.50765e-06
12,68.5,2.39788e-09
13,68.5,2.38613e-09
14,68.5,6.02429e-08
15,68.5,2.39788e-09
16,68.5,2.53083e-09
17,68.5,2.75287e-05
18,68.5,0.00498739
19,68.5,2.44362e-09
20,68.5,2.42777e-09
1,69.5,1.04433e-05
2,69.5,2.40065e-09
3,69.5,2.3887e-09
4,69.5,7.74057e-08
5,69.5,7.74057e-08
6,69.5,2.43105e-09
7,69.5,2.40429e-09
8,69.5,2.40429e-09
9,69.5,2.39592e-09
10,69.5,7.10845e-10
11,69.5,1.04433e-05
12,69.5,2.40065e-09
13,69.5,2.3887e-09
14,69.5,7.74057e-08
15,69.5,2.40065e-09
16,69.5,2.59022e-09
17,69.5,3.252e-05
18,69.5,0.0053477
19,69.5,2.44719e-09
20,69.5,2.43105e-09
1,70.5,1.27963e-05
2,70.5,2.40346e-09
3,70.5,2.39132e-09
4,70.5,9.94614e-08
5,70.5,9.94614e-08
6,70.5,2.43439e-09
7,70.5,2.40716e-09
8,70.5,2.40716e-09
9,70.5,2.39866e-09
10,70.5,8.30365e-10
11,70.5,1.27963e-05
12,70.5,2.40346e-09
13,70.5,2.39132e-09
14,70.5,9.94614e-08
15,70.5,2.40346e-09
16,70.5,2.67156e-09
17,70.5,3.83652e-05
18,70.5,0.00573138
19,70.5,2.45083e-09
20,70.5,2.43439e-09
1,71.5,1.5651e-05
2,71.5,2.40632e-09
3,71.5,2.39399e-09
4,71.5,1.27746e-07
5,71.5,1.27746e-07
6,71.5,2.43779e-09
7,71.5,2.41009e-09
8,71.5,2.41009e-09
9,71.5,2.40144e-09
10,71.5,9.69981e-10
11,71.5,1.5651e-05
12,71.5,2.40632e-09
13,71.5,2.39399e-09
14,71.5,1.27746e-07
15,71.5,2.40632e-09
16,71.5,2.78303e-09
17,71.5,4.52009e-05
18,71.5,0.00613976
19,71.5,2.45454e-09
20,71.5,2.43779e-09
1,72.5,1.9108e-05
2,72.5,2.40923e-09
3,72.5,2.39669e-09
4,72.5,1.63942e-07
5,72.5,1.63942e-07
6,72.5,2.44126e-09
7,72.5,2.41306e-09
8,72.5,2.41306e-09
9,72.5,2.40426e-09
10,72.5,1.13307e-09
11,72.5,1.9108e-05
12,72.5,2.40923e-09
13,72.5,2.39669e-09
14,72.5,1.63942e-07
15,72.5,2.40923e-09
16,72.5,2.93575e-09
17,72.5,5.31836e-05
18,72.5,0.0065742
19,72.5,2.45832e-09
20,72.5,2.44126e-09
1,73.5,2.32863e-05
2,73.5,2.41219e-09
3,73.5,2.39944e-09
4,73.5,2.10166e-07
5,73.5,2.10166e-07
6,73.5,2.44479e-09
7,73.5,2.41608e-09
8,73.5,2.41608e-09
9,73.5,2.40714e-09
10,73.5,1.32358e-09
11,73.5,2.32863e-05
12,73.5,2.41219e-09
13,73.5,2.39944e-09
14,73.5,2.10166e-07
15,73.5,2.41219e-09
16,73.5,3.1448e-09
17,73.5,6.24929e-05
18,73.5,0.00703612
19,73.5,2.46217e-09
20,73.5,2.44479e-09
1,74.5,2.83269e-05
2,74.5,2.41519e-09
3,74.5,2.40224e-09
4,74.5,2.69071e-07
5,74.5,2.69071e-07
6,74.5,2.44838e-09
7,74.5,2.41916e-09
8,74.5,2.41916e-09
9,74.5,2.41006e-09
10,74.5,1.54613e-09
11,74.5,2.83269e-05
12,74.5,2.41519e-09
13,74.5,2.40224e-09
14,74.5,2.69071e-07
15,74.5,2.41519e-09
16,74.5,3.43058e-09
17,74.5,7.3334e-05
18,74.5,0.00752703
19,74.5,2.4661e-09
20,74.5,2.44838e-09
1,75.5,3.43962e-05
2,75.5,2.41825e-09
3,75.5,2.40509e-09
4,75.5,3.43979e-07
5,75.5,3.43979e-07
6,75.5,2.45204e-09
7,75.5,2.42229e-09
8,75.5,2.42229e-09
9,75.5,2.41303e-09
10,75.5,1.80609e-09
11,75.5,3.43962e-05
12,75.5,2.41825e-09
13,75.5,2.40509e-09
14,75.5,3.43979e-07
15,75.5,2.41825e-09
16,75.5,3.82061e-09
17,75.5,8.59411e-05
18,75.5,0.00804846
19,75.5,2.47011e-09
20,75.5,2.45204e-09
1,76.5,4.16902e-05
2,76.5,2.42137e-09
3,76.5,2.40799e-09
4,76.5,4.39036e-07
5,76.5,4.39036e-07
6,76.5,2.45578e-09
7,76.5,2.42548e-09
8,76.5,2.42548e-09
9,76.5,2.41605e-09
10,76.5,2.10976e-09
11,76.5,4.16902e-05
12,76.5,2.42137e-09
13,76.5,2.40799e-09
14,76.5,4.39036e-07
15,76.5,2.42137e-09
16,76.5,4.35192e-09
17,76.5,0.000100582
18,76.5,0.00860205
19,76.5,2.47419e-09
20,76.5,2.45578e-09
1,77.5,5.04394e-05
2,77.5,2.42454e-09
3,77.5,2.41095e-09
4,77.5,5.5941e-07
5,77.5,5.5941e-07
6,77.5,2.45958e-09
7,77.5,2.42872e-09
8,77.5,2.42872e-09
9,77.5,2.41913e-09
10,77.5,2.46449e-09
11,77.5,5.04394e-05
12,77.5,2.42454e-09
13,77.5,2.41095e-09
14,77.5,5.5941e-07
15,77.5,2.42454e-09
16,77.5,5.07419e-09
17,77.5,0.000117559
18,77.5,0.00918946
19,77.5,2.47836e-09
20,77.5,2.45958e-09
1,78.5,6.09141e-05
2,78.5,2.42776e-09
3,78.5,2.41397e-09
4,78.5,7.1152e-07
5,78.5,7.1152e-07
6,78.5,2.46346e-09
7,78.5,2.43202e-09
8,78.5,2.43202e-09
9,78.5,2.42226e-09
10,78.5,2.87887e-09
11,78.5,6.09141e-05
12,78.5,2.42776e-09
13,78.5,2.41397e-09
14,78.5,7.1152e-07
15,78.5,2.42776e-09
16,78.5,6.0539e-09
17,78.5,0.00013722
18,78.5,0.00981245
19,78.5,2.48261e-09
20,78.5,2.46346e-09
1,79.5,7.34305e-05
2,79.5,2.43104e-09
3,79.5,2.41706e-09
4,79.5,9.03329e-07
5,79.5,9.03329e-07
6,79.5,2.46741e-09
7,79.5,2.43539e-09
8,79.5,2.43539e-09
9,79.5,2.42544e-09
10,79.5,3.36291e-09
11,79.5,7.34305e-05
12,79.5,2.43104e-09
13,79.5,2.41706e-09
14,79.5,9.03329e-07
15,79.5,2.43104e-09
16,79.5,7.37974e-09
17,79.5,0.000159955
18,79.5,0.0104728
19,79.5,2.48696e-09
20,79.5,2.46741e-09
1,80.5,8.83583e-05
2,80.5,2.43438e-09
3,80.5,2.42024e-09
4,80.5,1.14469e-06
5,80.5,1.14469e-06
6,80.5,2.47145e-09
7,80.5,2.43882e-09
8,80.5,2.43882e-09
9,80.5,2.42868e-09
10,80.5,3.92834e-09
11,80.5,8.83583e-05
12,80.5,2.43438e-09
13,80.5,2.42024e-09
14,80.5,1.14469e-06
15,80.5,2.43438e-09
16,80.5,9.1698e-09
17,80.5,0.000186209
18,80.5,0.0111725
19,80.5,2.49139e-09
20,80.5,2.47145e-09
1,81.5,0.000106128
2,81.5,2.43779e-09
3,81.5,2.42352e-09
4,81.5,1.44775e-06
5,81.5,1.44775e-06
6,81.5,2.47556e-09
7,81.5,2.44232e-09
8,81.5,2.44232e-09
9,81.5,2.43198e-09
10,81.5,4.58885e-09
11,81.5,0.000106128
12,81.5,2.43779e-09
13,81.5,2.42352e-09
14,81.5,1.44775e-06
15,81.5,2.43779e-09
16,81.5,1.15808e-08
17,81.5,0.000216483
18,81.5,0.0119134
19,81.5,2.49591e-09
20,81.5,2.47556e-09
1,82.5,0.00012724
2,82.5,2.44125e-09
3,82.5,2.42694e-09
4,82.5,1.8275e-06
5,82.5,1.8275e-06
6,82.5,2.47975e-09
7,82.5,2.44589e-09
8,82.5,2.44589e-09
9,82.5,2.43534e-09
10,82.5,5.3604e-09
11,82.5,0.00012724
12,82.5,2.44125e-09
13,82.5,2.42694e-09
14,82.5,1.8275e-06
15,82.5,2.44125e-09
16,82.5,1.48201e-08
17,82.5,0.000251345
18,82.5,0.0126976
19,82.5,2.50053e-09
20,82.5,2.47975e-09
1,83.5,0.000152275
2,83.5,2.44478e-09
3,83.5,2.43054e-09
4,83.5,2.30232e-06
5,83.5,2.30232e-06
6,83.5,2.48404e-09
7,83.5,2.44956e-09
8,83.5,2.44956e-09
9,83.5,2.43876e-09
10,83.5,6.26169e-09
11,83.5,0.000152275
12,83.5,2.44478e-09
13,83.5,2.43054e-09
14,83.5,2.30232e-06
15,83.5,2.44478e-09
16,83.5,1.91614e-08
17,83.5,0.000291431
18,83.5,0.0135271
19,83.5,2.50525e-09
20,83.5,2.48404e-09
1,84.5,0.000181905
2,84.5,2.44838e-09
3,84.5,2.43439e-09
4,84.5,2.89476e-06
5,84.5,2.89476e-06
6,84.5,2.48841e-09
7,84.5,2.45332e-09
8,84.5,2.45332e-09
9,84.5,2.44224e-09
10,84.5,7.31452e-09
11,84.5,0.000181905
12,84.5,2.44838e-09
13,84.5,2.43439e-09
14,84.5,2.89476e-06
15,84.5,2.44838e-09
16,84.5,2.49654e-08
17,84.5,0.000337461
18,84.5,0.0144042
19,84.5,2.51007e-09
20,84.5,2.48841e-09
1,85.5,0.000216906
2,85.5,2.45204e-09
3,85.5,2.43861e-09
4,85.5,3.6324e-06
5,85.5,3.6324e-06
6,85.5,2.49287e-09
7,85.5,2.45721e-09
8,85.5,2.45721e-09
9,85.5,2.44579e-09
10,85.5,8.54436e-09
11,85.5,0.000216906
12,85.5,2.45204e-09
13,85.5,2.43861e-09
14,85.5,3.6324e-06
15,85.5,2.45204e-09
16,85.5,3.2705e-08
17,85.5,0.000390241
18,85.5,0.0153311
19,85.5,2.51499e-09
20,85.5,2.49287e-09
1,86.5,0.000258173
2,86.5,2.45577e-09
3,86.5,2.44336e-09
4,86.5,4.54887e-06
5,86.5,4.54887e-06
6,86.5,2.49742e-09
7,86.5,2.46125e-09
8,86.5,2.46125e-09
9,86.5,2.4494e-09
10,86.5,9.98099e-09
11,86.5,0.000258173
12,86.5,2.45577e-09
13,86.5,2.44336e-09
14,86.5,4.54887e-06
15,86.5,2.45577e-09
16,86.5,4.29998e-08
17,86.5,0.000450674
18,86.5,0.01631
19,86.5,2.52003e-09
20,86.5,2.49742e-09
1,87.5,0.000306733
2,87.5,2.45957e-09
3,87.5,2.4489e-09
4,87.5,5.6851e-06
5,87.5,5.6851e-06
6,87.5,2.50207e-09
7,87.5,2.46551e-09
8,87.5,2.46551e-09
9,87.5,2.45309e-09
10,87.5,1.16592e-08
11,87.5,0.000306733
12,87.5,2.45957e-09
13,87.5,2.4489e-09
14,87.5,5.6851e-06
15,87.5,2.45957e-09
16,87.5,5.66585e-08
17,87.5,0.000519773
18,87.5,0.0173435
19,87.5,2.52518e-09
20,87.5,2.50207e-09
1,88.5,0.000363765
2,88.5,2.46345e-09
3,88.5,2.45562e-09
4,88.5,7.09082e-06
5,88.5,7.09082e-06
6,88.5,2.50683e-09
7,88.5,2.47007e-09
8,88.5,2.47007e-09
9,88.5,2.45684e-09
10,88.5,1.36195e-08
11,88.5,0.000363765
12,88.5,2.46345e-09
13,88.5,2.45562e-09
14,88.5,7.09082e-06
15,88.5,2.46345e-09
16,88.5,7.47343e-08
17,88.5,0.000598668
18,88.5,0.0184339
19,88.5,2.53044e-09
20,88.5,2.50683e-09
1,89.5,0.000430619
2,89.5,2.46741e-09
3,89.5,2.4641e-09
4,89.5,8.82625e-06
5,89.5,8.82625e-06
6,89.5,2.51168e-09
7,89.5,2.47509e-09
8,89.5,2.47509e-09
9,89.5,2.46066e-09
10,89.5,1.59095e-08
11,89.5,0.000430619
12,89.5,2.46741e-09
13,89.5,2.4641e-09
14,89.5,8.82625e-06
15,89.5,2.46741e-09
16,89.5,9.85945e-08
17,89.5,0.00068862
18,89.5,0.0195839
19,89.5,2.53583e-09
20,89.5,2.51168e-09
1,90.5,0.000508834
2,90.5,2.47144e-09
3,90.5,2.47524e-09
4,90.5,1.09642e-05
5,90.5,1.09642e-05
6,90.5,2.51664e-09
7,90.5,2.48077e-09
8,90.5,2.48077e-09
9,90.5,2.46456e-09
10,90.5,1.85845e-08
11,90.5,0.000508834
12,90.5,2.47144e-09
13,90.5,2.47524e-09
14,90.5,1.09642e-05
15,90.5,2.47144e-09
16,90.5,1.3001e-07
17,90.5,0.000791032
18,90.5,0.0207959
19,90.5,2.54134e-09
20,90.5,2.51664e-09
1,91.5,0.000600165
2,91.5,2.47555e-09
3,91.5,2.49038e-09
4,91.5,1.35923e-05
5,91.5,1.35923e-05
6,91.5,2.52172e-09
7,91.5,2.48748e-09
8,91.5,2.48748e-09
9,91.5,2.46854e-09
10,91.5,2.17092e-08
11,91.5,0.000600165
12,91.5,2.47555e-09
13,91.5,2.49038e-09
14,91.5,1.35923e-05
15,91.5,2.47555e-09
16,91.5,1.71266e-07
17,91.5,0.000907466
18,91.5,0.0220728
19,91.5,2.54697e-09
20,91.5,2.52172e-09
1,92.5,0.000706603
2,92.5,2.47975e-09
3,92.5,2.51153e-09
4,92.5,1.68161e-05
5,92.5,1.68161e-05
6,92.5,2.5269e-09
7,92.5,2.49579e-09
8,92.5,2.49579e-09
9,92.5,2.47259e-09
10,92.5,2.53593e-08
11,92.5,0.000706603
12,92.5,2.47975e-09
13,92.5,2.51153e-09
14,92.5,1.68161e-05
15,92.5,2.47975e-09
16,92.5,2.25307e-07
17,92.5,0.00103965
18,92.5,0.0234173
19,92.5,2.55275e-09
20,92.5,2.5269e-09
1,93.5,0.000830409
2,93.5,2.48403e-09
3,93.5,2.54168e-09
4,93.5,2.07624e-05
5,93.5,2.07624e-05
6,93.5,2.53221e-09
7,93.5,2.50656e-09
8,93.5,2.50656e-09
9,93.5,2.47673e-09
10,93.5,2.96232e-08
11,93.5,0.000830409
12,93.5,2.48403e-09
13,93.5,2.54168e-09
14,93.5,2.07624e-05
15,93.5,2.48403e-09
16,93.5,2.95913e-07
17,93.5,0.0011895
18,93.5,0.0248322
19,93.5,2.55866e-09
20,93.5,2.53221e-09
1,94.5,0.000974136
2,94.5,2.4884e-09
3,94.5,2.58528e-09
4,94.5,2.55825e-05
5,94.5,2.55825e-05
6,94.5,2.53764e-09
7,94.5,2.52119e-09
8,94.5,2.52119e-09
9,94.5,2.48095e-09
10,94.5,3.4604e-08
11,94.5,0.000974136
12,94.5,2.4884e-09
13,94.5,2.58528e-09
14,94.5,2.55825e-05
15,94.5,2.4884e-09
16,94.5,3.87925e-07
17,94.5,0.00135914
18,94.5,0.0263204
19,94.5,2.56471e-09
20,94.5,2.53764e-09
1,95.5,0.00114066
2,95.5,2.49286e-09
3,95.5,2.64892e-09
4,95.5,3.14576e-05
5,95.5,3.14576e-05
6,95.5,2.5432e-09
7,95.5,2.54182e-09
8,95.5,2.54182e-09
9,95.5,2.48526e-09
10,95.5,4.04222e-08
11,95.5,0.00114066
12,95.5,2.49286e-09
13,95.5,2.64892e-09
14,95.5,3.14576e-05
15,95.5,2.49286e-09
16,95.5,5.07525e-07
17,95.5,0.0015509
18,95.5,0.0278849
19,95.5,2.57091e-09
20,95.5,2.5432e-09
1,96.5,0.00133324
2,96.5,2.49742e-09
3,96.5,2.74233e-09
4,96.5,3.86032e-05
5,96.5,3.86032e-05
6,96.5,2.5489e-09
7,96.5,2.57177e-09
8,96.5,2.57177e-09
9,96.5,2.48965e-09
10,96.5,4.72187e-08
11,96.5,0.00133324
12,96.5,2.49742e-09
13,96.5,2.74233e-09
14,96.5,3.86032e-05
15,96.5,2.49742e-09
16,96.5,6.62582e-07
17,96.5,0.00176737
18,96.5,0.0295287
19,96.5,2.57727e-09
20,96.5,2.5489e-09
1,97.5,0.00155549
2,97.5,2.50208e-09
3,97.5,2.87979e-09
4,97.5,4.72753e-05
5,97.5,4.72753e-05
6,97.5,2.55475e-09
7,97.5,2.61616e-09
8,97.5,2.61616e-09
9,97.5,2.49414e-09
10,97.5,5.5158e-08
11,97.5,0.00155549
12,97.5,2.50208e-09
13,97.5,2.87979e-09
14,97.5,4.72753e-05
15,97.5,2.50208e-09
16,97.5,8.63091e-07
17,97.5,0.00201136
18,97.5,0.0312551
19,97.5,2.58378e-09
20,97.5,2.55475e-09
1,98.5,0.00181151
2,98.5,2.50684e-09
3,98.5,3.08217e-09
4,98.5,5.77777e-05
5,98.5,5.77777e-05
6,98.5,2.56077e-09
7,98.5,2.68285e-09
8,98.5,2.68285e-09
9,98.5,2.49872e-09
10,98.5,6.44321e-08
11,98.5,0.00181151
12,98.5,2.50684e-09
13,98.5,3.08217e-09
14,98.5,5.77777e-05
15,98.5,2.50684e-09
16,98.5,1.12171e-06
17,98.5,0.00228599
18,98.5,0.033067
19,98.5,2.59046e-09
20,98.5,2.56077e-09
1,99.5,0.00210583
2,99.5,2.51171e-09
3,99.5,3.37988e-09
4,99.5,7.04695e-05
5,99.5,7.04695e-05
6,99.5,2.567e-09
7,99.5,2.78384e-09
8,99.5,2.78384e-09
9,99.5,2.5034e-09
10,99.5,7.52655e-08
11,99.5,0.00210583
12,99.5,2.51171e-09
13,99.5,3.37988e-09
14,99.5,7.04695e-05
15,99.5,2.51171e-09
16,99.5,1.45441e-06
17,99.5,0.00259465
18,99.5,0.0349679
19,99.5,2.59732e-09
20,99.5,2.567e-09
1,100.5,0.00244352
2,100.5,2.5167e-09
3,100.5,3.81706e-09
4,100.5,8.5774e-05
5,100.5,8.5774e-05
6,100.5,2.57348e-09
7,100.5,2.93735e-09
8,100.5,2.93735e-09
9,100.5,2.50818e-09
10,100.5,8.79205e-08
11,100.5,0.00244352
12,100.5,2.5167e-09
13,100.5,3.81706e-09
14,100.5,8.5774e-05
15,100.5,2.5167e-09
16,100.5,1.88132e-06
17,100.5,0.00294107
18,100.5,0.0369609
19,100.5,2.60435e-09
20,100.5,2.57348e-09
1,101.5,0.00283023
2,101.5,2.52183e-09
3,101.5,4.45744e-09
4,101.5,0.000104189
5,101.5,0.000104189
6,101.5,2.58032e-09
7,101.5,3.17095e-09
8,101.5,3.17095e-09
9,101.5,2.51307e-09
10,101.5,1.02703e-07
11,101.5,0.00283023
12,101.5,2.52183e-09
13,101.5,4.45744e-09
14,101.5,0.000104189
15,101.5,2.52183e-09
16,101.5,2.42768e-06
17,101.5,0.00332929
18,101.5,0.0390495
19,101.5,2.61157e-09
20,101.5,2.58032e-09
1,102.5,0.00327218
2,102.5,2.52712e-09
3,102.5,5.39272e-09
4,102.5,0.000126301
5,102.5,0.000126301
6,102.5,2.58769e-09
7,102.5,3.52614e-09
8,102.5,3.52614e-09
9,102.5,2.51806e-09
10,102.5,1.19972e-07
11,102.5,0.00327218
12,102.5,2.52712e-09
13,102.5,5.39272e-09
14,102.5,0.000126301
15,102.5,2.52712e-09
16,102.5,3.12513e-06
17,102.5,0.00376375
18,102.5,0.0412371
19,102.5,2.61898e-09
20,102.5,2.58769e-09
1,103.5,0.00377628
2,103.5,2.53262e-09
3,103.5,6.75432e-09
4,103.5,0.000152793
5,103.5,0.000152793
6,103.5,2.59589e-09
7,103.5,4.06503e-09
8,103.5,4.06503e-09
9,103.5,2.52316e-09
10,103.5,1.40143e-07
11,103.5,0.00377628
12,103.5,2.53262e-09
13,103.5,6.75432e-09
14,103.5,0.000152793
15,103.5,2.53262e-09
16,103.5,4.01314e-06
17,103.5,0.00424923
18,103.5,0.0435271
19,103.5,2.6266e-09
20,103.5,2.59589e-09
1,104.5,0.00435012
2,104.5,2.53838e-09
3,104.5,8.72973e-09
4,104.5,0.000184464
5,104.5,0.000184464
6,104.5,2.60549e-09
7,104.5,4.88024e-09
8,104.5,4.88024e-09
9,104.5,2.52838e-09
10,104.5,1.63707e-07
11,104.5,0.00435012
12,104.5,2.53838e-09
13,104.5,8.72973e-09
14,104.5,0.000184464
15,104.5,2.53838e-09
16,104.5,5.14083e-06
17,104.5,0.00479094
18,104.5,0.0459231
19,104.5,2.63442e-09
20,104.5,2.60549e-09
1,105.5,0.00500208
2,105.5,2.54453e-09
3,105.5,1.15854e-08
4,105.5,0.000222247
5,105.5,0.000222247
6,105.5,2.61745e-09
7,105.5,6.10909e-09
8,105.5,6.10909e-09
9,105.5,2.53372e-09
10,105.5,1.91232e-07
11,105.5,0.00500208
12,105.5,2.54453e-09
13,105.5,1.15854e-08
14,105.5,0.000222247
15,105.5,2.54453e-09
16,105.5,6.56919e-06
17,105.5,0.00539452
18,105.5,0.0484286
19,105.5,2.64247e-09
20,105.5,2.61745e-09
