Fleet,Length,Sel
7,161.5,0.0465525
8,161.5,0.0465525
9,161.5,0.00197086
10,161.5,0.00115008
11,161.5,0.685956
12,161.5,0.0112276
13,161.5,0.0315089
14,161.5,0.290882
15,161.5,0.0112276
16,161.5,0.113038
17,161.5,0.494162
18,161.5,0.453768
19,161.5,4.66269e-09
20,161.5,0.0590657
1,162.5,0.711171
2,162.5,0.0141613
3,162.5,0.0369906
4,162.5,0.311967
5,162.5,0.311967
6,162.5,0.071948
7,162.5,0.0548531
8,162.5,0.0548531
9,162.5,0.00268286
10,162.5,0.00134319
11,162.5,0.711171
12,162.5,0.0141613
13,162.5,0.0369906
14,162.5,0.311967
15,162.5,0.0141613
16,162.5,0.125309
17,162.5,0.51571
18,162.5,0.466089
19,162.5,4.8275e-09
20,162.5,0.071948
1,163.5,0.735975
2,163.5,0.0177518
3,163.5,0.0432607
4,163.5,0.333899
5,163.5,0.333899
6,163.5,0.0870172
7,163.5,0.064343
8,163.5,0.064343
9,163.5,0.00362361
10,163.5,0.00156867
11,163.5,0.735975
12,163.5,0.0177518
13,163.5,0.0432607
14,163.5,0.333899
15,163.5,0.0177518
16,163.5,0.138566
17,163.5,0.537481
18,163.5,0.478522
19,163.5,5.0136e-09
20,163.5,0.0870172
1,164.5,0.760261
2,164.5,0.022116
3,164.5,0.0504013
4,164.5,0.356644
5,164.5,0.356644
6,164.5,0.104495
7,164.5,0.0751351
8,164.5,0.0751351
9,164.5,0.00485605
10,164.5,0.00183195
11,164.5,0.760261
12,164.5,0.022116
13,164.5,0.0504013
14,164.5,0.356644
15,164.5,0.022116
16,164.5,0.152843
17,164.5,0.559425
18,164.5,0.491061
19,164.5,5.22523e-09
20,164.5,0.104495
1,165.5,0.783923
2,165.5,0.0273838
3,165.5,0.0584974
4,165.5,0.380161
5,165.5,0.380161
6,165.5,0.124592
7,165.5,0.0873425
8,165.5,0.0873425
9,165.5,0.00645691
10,165.5,0.00213931
11,165.5,0.783923
12,165.5,0.0273838
13,165.5,0.0584974
14,165.5,0.380161
15,165.5,0.0273838
16,165.5,0.168171
17,165.5,0.58149
18,165.5,0.503695
19,165.5,5.4678e-09
20,165.5,0.124592
1,166.5,0.806854
2,166.5,0.0336981
3,166.5,0.0676357
4,166.5,0.404403
5,166.5,0.404403
6,166.5,0.147498
7,166.5,0.101076
8,166.5,0.101076
9,166.5,0.00851856
10,166.5,0.0024981
11,166.5,0.806854
12,166.5,0.0336981
13,166.5,0.0676357
14,166.5,0.404403
15,166.5,0.0336981
16,166.5,0.184575
17,166.5,0.603619
18,166.5,0.516416
19,166.5,5.74832e-09
20,166.5,0.147498
1,167.5,0.828949
2,167.5,0.0412137
3,167.5,0.0779044
4,167.5,0.429314
5,167.5,0.429314
6,167.5,0.173375
7,167.5,0.116443
8,167.5,0.116443
9,167.5,0.0111508
10,167.5,0.0029169
11,167.5,0.828949
12,167.5,0.0412137
13,167.5,0.0779044
14,167.5,0.429314
15,167.5,0.0412137
16,167.5,0.202074
17,167.5,0.625757
18,167.5,0.529213
19,167.5,6.076e-09
20,167.5,0.173375
1,168.5,0.850104
2,168.5,0.0500957
3,168.5,0.0893909
4,168.5,0.454829
5,168.5,0.454829
6,168.5,0.202344
7,168.5,0.133543
8,168.5,0.133543
9,168.5,0.0144826
10,168.5,0.00340568
11,168.5,0.850104
12,168.5,0.0500957
13,168.5,0.0893909
14,168.5,0.454829
15,168.5,0.0500957
16,168.5,0.220681
17,168.5,0.647842
18,168.5,0.542077
19,168.5,6.46319e-09
20,168.5,0.202344
1,169.5,0.870215
2,169.5,0.0605179
3,169.5,0.102181
4,169.5,0.480879
5,169.5,0.480879
6,169.5,0.234475
7,169.5,0.152464
8,169.5,0.152464
9,169.5,0.0186632
10,169.5,0.00397602
11,169.5,0.870215
12,169.5,0.0605179
13,169.5,0.102181
14,169.5,0.480879
15,169.5,0.0605179
16,169.5,0.240401
17,169.5,0.669813
18,169.5,0.554997
19,169.5,6.92672e-09
20,169.5,0.234475
1,170.5,0.889186
2,170.5,0.0726593
3,170.5,0.116357
4,170.5,0.507383
5,170.5,0.507383
6,170.5,0.269779
7,170.5,0.173283
8,170.5,0.173283
9,170.5,0.023863
10,170.5,0.00464144
11,170.5,0.889186
12,170.5,0.0726593
13,170.5,0.116357
14,170.5,0.507383
15,170.5,0.0726593
16,170.5,0.261231
17,170.5,0.691606
18,170.5,0.567963
19,170.5,7.49015e-09
20,170.5,0.269779
1,171.5,0.906921
2,171.5,0.0867006
3,171.5,0.131996
4,171.5,0.534257
5,171.5,0.534257
6,171.5,0.308192
7,171.5,0.196059
8,171.5,0.196059
9,171.5,0.0302736
10,171.5,0.00541761
11,171.5,0.906921
12,171.5,0.0867006
13,171.5,0.131996
14,171.5,0.534257
15,171.5,0.0867006
16,171.5,0.283157
17,171.5,0.713158
18,171.5,0.580963
19,171.5,8.18723e-09
20,171.5,0.308192
1,172.5,0.923331
2,172.5,0.10282
3,172.5,0.149168
4,172.5,0.561406
5,172.5,0.561406
6,172.5,0.349574
7,172.5,0.22083
8,172.5,0.22083
9,172.5,0.0381068
10,172.5,0.00632276
11,172.5,0.923331
12,172.5,0.10282
13,172.5,0.149168
14,172.5,0.561406
15,172.5,0.10282
16,172.5,0.30616
17,172.5,0.734401
18,172.5,0.593987
19,172.5,9.06796e-09
20,172.5,0.349574
1,173.5,0.938332
2,173.5,0.121187
3,173.5,0.167933
4,173.5,0.588733
5,173.5,0.588733
6,173.5,0.393695
7,173.5,0.247611
8,173.5,0.247611
9,173.5,0.0475927
10,173.5,0.00737801
11,173.5,0.938332
12,173.5,0.121187
13,173.5,0.167933
14,173.5,0.588733
15,173.5,0.121187
16,173.5,0.330206
17,173.5,0.755271
18,173.5,0.607021
19,173.5,1.0209e-08
20,173.5,0.393695
1,174.5,0.951846
2,174.5,0.141957
3,174.5,0.18834
4,174.5,0.616131
5,174.5,0.616131
6,174.5,0.440235
7,174.5,0.276391
8,174.5,0.276391
9,174.5,0.0589762
10,174.5,0.00860785
11,174.5,0.951846
12,174.5,0.141957
13,174.5,0.18834
14,174.5,0.616131
15,174.5,0.141957
16,174.5,0.355253
17,174.5,0.775698
18,174.5,0.620056
19,174.5,1.17329e-08
20,174.5,0.440235
1,175.5,0.963802
2,175.5,0.165266
3,175.5,0.210423
4,175.5,0.643488
5,175.5,0.643488
6,175.5,0.488778
7,175.5,0.307128
8,175.5,0.307128
9,175.5,0.0725126
10,175.5,0.0100406
11,175.5,0.963802
12,175.5,0.165266
13,175.5,0.210423
14,175.5,0.643488
15,175.5,0.165266
16,175.5,0.381247
17,175.5,0.795617
18,175.5,0.633077
19,175.5,1.38464e-08
20,175.5,0.488778
1,176.5,0.974136
2,176.5,0.19122
3,176.5,0.234202
4,176.5,0.67069
5,176.5,0.67069
6,176.5,0.538819
7,176.5,0.339747
8,176.5,0.339747
9,176.5,0.0884605
10,176.5,0.0117091
11,176.5,0.974136
12,176.5,0.19122
13,176.5,0.234202
14,176.5,0.67069
15,176.5,0.19122
16,176.5,0.408124
17,176.5,0.81496
18,176.5,0.646074
19,176.5,1.69206e-08
20,176.5,0.538819
1,177.5,0.982795
2,177.5,0.219891
3,177.5,0.259677
4,177.5,0.697617
5,177.5,0.697617
6,177.5,0.589763
7,177.5,0.374139
8,177.5,0.374139
9,177.5,0.107074
10,177.5,0.0136509
11,177.5,0.982795
12,177.5,0.219891
13,177.5,0.259677
14,177.5,0.697617
15,177.5,0.219891
16,177.5,0.435806
17,177.5,0.833662
18,177.5,0.659033
19,177.5,2.1676e-08
20,177.5,0.589763
1,178.5,0.989731
2,178.5,0.251307
3,178.5,0.286828
4,178.5,0.724144
5,178.5,0.724144
6,178.5,0.640937
7,178.5,0.410158
8,178.5,0.410158
9,178.5,0.128594
10,178.5,0.0159096
11,178.5,0.989731
12,178.5,0.251307
13,178.5,0.286828
14,178.5,0.724144
15,178.5,0.251307
16,178.5,0.464207
17,178.5,0.851657
18,178.5,0.671941
19,178.5,2.96639e-08
20,178.5,0.640937
1,179.5,0.994906
2,179.5,0.285448
3,179.5,0.315614
4,179.5,0.750148
5,179.5,0.750148
6,179.5,0.691602
7,179.5,0.447622
8,179.5,0.447622
9,179.5,0.153234
10,179.5,0.0185351
11,179.5,0.994906
12,179.5,0.285448
13,179.5,0.315614
14,179.5,0.750148
15,179.5,0.285448
16,179.5,0.493226
17,179.5,0.868881
18,179.5,0.684786
19,179.5,4.47097e-08
20,179.5,0.691602
1,180.5,0.998294
2,180.5,0.322235
3,180.5,0.345968
4,180.5,0.775501
5,180.5,0.775501
6,180.5,0.74097
7,180.5,0.486309
8,180.5,0.486309
9,180.5,0.181171
10,180.5,0.0215842
11,180.5,0.998294
12,180.5,0.322235
13,180.5,0.345968
14,180.5,0.775501
15,180.5,0.322235
16,180.5,0.522754
17,180.5,0.885273
18,180.5,0.697554
19,180.5,7.98334e-08
20,180.5,0.74097
1,181.5,0.999875
2,181.5,0.361528
3,181.5,0.3778
4,181.5,0.800075
5,181.5,0.800075
6,181.5,0.788222
7,181.5,0.525962
8,181.5,0.525962
9,181.5,0.212531
10,181.5,0.0251222
11,181.5,0.999875
12,181.5,0.361528
13,181.5,0.3778
14,181.5,0.800075
15,181.5,0.361528
16,181.5,0.552668
17,181.5,0.900773
18,181.5,0.710231
19,181.5,4.96063e-06
20,181.5,0.788222
1,182.5,0.999999
2,182.5,0.40312
3,182.5,0.410992
4,182.5,0.823746
5,182.5,0.823746
6,182.5,0.832531
7,182.5,0.566289
8,182.5,0.566289
9,182.5,0.247374
10,182.5,0.0292227
11,182.5,0.999999
12,182.5,0.40312
13,182.5,0.410992
14,182.5,0.823746
15,182.5,0.40312
16,182.5,0.582838
17,182.5,0.915324
18,182.5,0.722805
19,182.5,0.00193108
20,182.5,0.832531
1,183.5,0.999445
2,183.5,0.446736
3,183.5,0.4454
4,183.5,0.846387
5,183.5,0.846387
6,183.5,0.873082
7,183.5,0.606965
8,183.5,0.606965
9,183.5,0.285685
10,183.5,0.0339693
11,183.5,0.999445
12,183.5,0.446736
13,183.5,0.4454
14,183.5,0.846387
15,183.5,0.446736
16,183.5,0.613123
17,183.5,0.92887
18,183.5,0.735263
19,183.5,0.105405
20,183.5,0.873082
1,184.5,0.99623
2,184.5,0.49203
3,184.5,0.480854
4,184.5,0.867877
5,184.5,0.867877
6,184.5,0.909103
7,184.5,0.647634
8,184.5,0.647634
9,184.5,0.327355
10,184.5,0.0394555
11,184.5,0.99623
12,184.5,0.49203
13,184.5,0.480854
14,184.5,0.867877
15,184.5,0.49203
16,184.5,0.643375
17,184.5,0.941362
18,184.5,0.747589
19,184.5,0.779082
20,184.5,0.909103
1,185.5,0.990179
2,185.5,0.538587
3,185.5,0.517156
4,185.5,0.888098
5,185.5,0.888098
6,185.5,0.939885
7,185.5,0.687918
8,185.5,0.687918
9,185.5,0.372177
10,185.5,0.0457857
11,185.5,0.990179
12,185.5,0.538587
13,185.5,0.517156
14,185.5,0.888098
15,185.5,0.538587
16,185.5,0.673436
17,185.5,0.952751
18,185.5,0.759771
19,185.5,0.999719
20,185.5,0.939885
1,186.5,0.981344
2,186.5,0.585928
3,186.5,0.554084
4,186.5,0.906936
5,186.5,0.906936
6,186.5,0.964806
7,186.5,0.72742
8,186.5,0.72742
9,186.5,0.419837
10,186.5,0.0530754
11,186.5,0.981344
12,186.5,0.585928
13,186.5,0.554084
14,186.5,0.906936
15,186.5,0.585928
16,186.5,0.703146
17,186.5,0.962993
18,186.5,0.771794
19,186.5,0.999983
20,186.5,0.964806
1,187.5,0.9698
2,187.5,0.633515
3,187.5,0.591393
4,187.5,0.924286
5,187.5,0.924286
6,187.5,0.98335
7,187.5,0.765729
8,187.5,0.765729
9,187.5,0.469906
10,187.5,0.061451
11,187.5,0.9698
12,187.5,0.633515
13,187.5,0.591393
14,187.5,0.924286
15,187.5,0.633515
16,187.5,0.732337
17,187.5,0.972048
18,187.5,0.783646
19,187.5,0.999898
20,187.5,0.98335
1,188.5,0.955644
2,188.5,0.680758
3,188.5,0.628813
4,188.5,0.940047
5,188.5,0.940047
6,188.5,0.99513
7,188.5,0.802429
8,188.5,0.802429
9,188.5,0.521844
10,188.5,0.0710491
11,188.5,0.955644
12,188.5,0.680758
13,188.5,0.628813
14,188.5,0.940047
15,188.5,0.680758
16,188.5,0.760839
17,188.5,0.979882
18,188.5,0.795313
19,188.5,0.999718
20,188.5,0.99513
1,189.5,0.938996
2,189.5,0.72703
3,189.5,0.66606
4,189.5,0.954127
5,189.5,0.954127
6,189.5,0.999902
7,189.5,0.837103
8,189.5,0.837103
9,189.5,0.575002
10,189.5,0.0820154
11,189.5,0.938996
12,189.5,0.72703
13,189.5,0.66606
14,189.5,0.954127
15,189.5,0.72703
16,189.5,0.78848
17,189.5,0.986464
18,189.5,0.80678
19,189.5,0.999446
20,189.5,0.999902
1,190.5,0.919992
2,190.5,0.771678
3,190.5,0.70283
4,190.5,0.966443
5,190.5,0.966443
6,190.5,0.999995
7,190.5,0.869345
8,190.5,0.869345
9,190.5,0.628635
10,190.5,0.0945021
11,190.5,0.919992
12,190.5,0.771678
13,190.5,0.70283
14,190.5,0.966443
15,190.5,0.771678
16,190.5,0.815089
17,190.5,0.991766
18,190.5,0.818035
19,190.5,0.999084
20,190.5,0.999995
1,191.5,0.898789
2,191.5,0.814036
3,191.5,0.738811
4,191.5,0.976921
5,191.5,0.976921
6,191.5,0.997988
7,191.5,0.898767
8,191.5,0.898767
9,191.5,0.681909
10,191.5,0.108665
11,191.5,0.898789
12,191.5,0.814036
13,191.5,0.738811
14,191.5,0.976921
15,191.5,0.814036
16,191.5,0.840496
17,191.5,0.995769
18,191.5,0.829063
19,191.5,0.998631
20,191.5,0.997988
1,192.5,0.875558
2,192.5,0.853443
3,192.5,0.773681
4,192.5,0.9855
5,192.5,0.9855
6,192.5,0.990234
7,192.5,0.925003
8,192.5,0.925003
9,192.5,0.733929
10,192.5,0.124658
11,192.5,0.875558
12,192.5,0.853443
13,192.5,0.773681
14,192.5,0.9855
15,192.5,0.853443
16,192.5,0.864535
17,192.5,0.998457
18,192.5,0.839852
19,192.5,0.998088
20,192.5,0.990234
1,193.5,0.850483
2,193.5,0.889262
3,193.5,0.807117
4,193.5,0.992126
5,193.5,0.992126
6,193.5,0.977014
7,193.5,0.947721
8,193.5,0.947721
9,193.5,0.783757
10,193.5,0.142628
11,193.5,0.850483
12,193.5,0.889262
13,193.5,0.807117
14,193.5,0.992126
15,193.5,0.889262
16,193.5,0.887046
17,193.5,0.999818
18,193.5,0.850389
19,193.5,0.997454
20,193.5,0.977014
1,194.5,0.823757
2,194.5,0.920892
3,194.5,0.838797
4,194.5,0.996761
5,194.5,0.996761
6,194.5,0.958938
7,194.5,0.966627
8,194.5,0.966627
9,194.5,0.830439
10,194.5,0.162707
11,194.5,0.823757
12,194.5,0.920892
13,194.5,0.838797
14,194.5,0.996761
15,194.5,0.920892
16,194.5,0.907874
17,194.5,1
18,194.5,0.86066
19,194.5,0.99673
20,194.5,0.958938
1,195.5,0.795584
2,195.5,0.947788
3,195.5,0.868405
4,195.5,0.999375
5,195.5,0.999375
6,195.5,0.936817
7,195.5,0.981474
8,195.5,0.981474
9,195.5,0.873039
10,195.5,0.185003
11,195.5,0.795584
12,195.5,0.947788
13,195.5,0.868405
14,195.5,0.999375
15,195.5,0.947788
16,195.5,0.926876
17,195.5,1
18,195.5,0.870653
19,195.5,0.995917
20,195.5,0.936817
1,196.5,0.766172
2,196.5,0.969478
3,196.5,0.895641
4,196.5,0.999998
5,196.5,0.999998
6,196.5,0.911602
7,196.5,0.992065
8,196.5,0.992065
9,196.5,0.910666
10,196.5,0.20959
11,196.5,0.766172
12,196.5,0.969478
13,196.5,0.895641
14,196.5,0.999998
15,196.5,0.969478
16,196.5,0.943918
17,196.5,1
18,196.5,0.880355
19,196.5,0.995013
20,196.5,0.911602
1,197.5,0.735732
2,197.5,0.985572
3,197.5,0.920219
4,197.5,0.999543
5,197.5,0.999543
6,197.5,0.884314
7,197.5,0.998257
8,197.5,0.998257
9,197.5,0.942506
10,197.5,0.236496
11,197.5,0.735732
12,197.5,0.985572
13,197.5,0.920219
14,197.5,0.999543
15,197.5,0.985572
16,197.5,0.958877
17,197.5,1
18,197.5,0.889754
19,197.5,0.994021
20,197.5,0.884314
1,198.5,0.704476
2,198.5,0.995778
3,198.5,0.941877
4,198.5,0.984587
5,198.5,0.984587
6,198.5,0.855976
7,198.5,0.999996
8,198.5,0.999996
9,198.5,0.967852
10,198.5,0.265695
11,198.5,0.704476
12,198.5,0.995778
13,198.5,0.941877
14,198.5,0.984587
15,198.5,0.995778
16,198.5,0.971646
17,198.5,1
18,198.5,0.898838
19,198.5,0.992939
20,198.5,0.855976
1,199.5,0.672615
2,199.5,0.999914
3,199.5,0.96038
4,199.5,0.949536
5,199.5,0.949536
6,199.5,0.827556
7,199.5,0.99997
8,199.5,0.99997
9,199.5,0.986127
10,199.5,0.297096
11,199.5,0.672615
12,199.5,0.999914
13,199.5,0.96038
14,199.5,0.949536
15,199.5,0.999914
16,199.5,0.982131
17,199.5,1
18,199.5,0.907595
19,199.5,0.991768
20,199.5,0.827556
1,200.5,0.640353
2,200.5,1
3,200.5,0.975523
4,200.5,0.896535
5,200.5,0.896535
6,200.5,0.799911
7,200.5,0.996843
8,200.5,0.996843
9,200.5,0.996911
10,200.5,0.330537
11,200.5,0.640353
12,200.5,1
13,200.5,0.975523
14,200.5,0.896535
15,200.5,1
16,200.5,0.990255
17,200.5,1
18,200.5,0.916015
19,200.5,0.990509
20,200.5,0.799911
1,201.5,0.607892
2,201.5,1
3,201.5,0.987137
4,201.5,0.828747
5,201.5,0.828747
6,201.5,0.77375
7,201.5,0.988683
8,201.5,0.988683
9,201.5,0.999994
10,201.5,0.365784
11,201.5,0.607892
12,201.5,1
13,201.5,0.987137
14,201.5,0.828747
15,201.5,1
16,201.5,0.995959
17,201.5,1
18,201.5,0.924085
19,201.5,0.989161
20,201.5,0.77375
1,202.5,0.575421
2,202.5,1
3,202.5,0.995093
4,202.5,0.750024
5,202.5,0.750024
6,202.5,0.749615
7,202.5,0.975609
8,202.5,0.975609
9,202.5,1
10,202.5,0.40253
11,202.5,0.575421
12,202.5,1
13,202.5,0.995093
14,202.5,0.750024
15,202.5,1
16,202.5,0.999199
17,202.5,1
18,202.5,0.931796
19,202.5,0.987726
20,202.5,0.749615
1,203.5,0.543124
2,203.5,1
3,203.5,0.999298
4,203.5,0.664548
5,203.5,0.664548
6,203.5,0.727872
7,203.5,0.957818
8,203.5,0.957818
9,203.5,1
10,203.5,0.440404
11,203.5,0.543124
12,203.5,1
13,203.5,0.999298
14,203.5,0.664548
15,203.5,1
16,203.5,0.999998
17,203.5,1
18,203.5,0.939138
19,203.5,0.986203
20,203.5,0.727872
1,204.5,0.51117
2,204.5,1
3,204.5,0.999999
4,204.5,0.57647
5,204.5,0.57647
6,204.5,0.708724
7,204.5,0.935576
8,204.5,0.935576
9,204.5,1
10,204.5,0.478984
11,204.5,0.51117
12,204.5,1
13,204.5,0.999999
14,204.5,0.57647
15,204.5,1
16,204.5,1
17,204.5,1
18,204.5,0.9461
19,204.5,0.984593
20,204.5,0.708724
1,205.5,0.479717
2,205.5,1
3,205.5,0.999987
4,205.5,0.489582
5,205.5,0.489582
6,205.5,0.69222
7,205.5,0.90921
8,205.5,0.90921
9,205.5,1
10,205.5,0.517817
11,205.5,0.479717
12,205.5,1
13,205.5,0.999987
14,205.5,0.489582
15,205.5,1
16,205.5,1
17,205.5,1
18,205.5,0.952673
19,205.5,0.982896
20,205.5,0.69222
1,206.5,0.448908
2,206.5,1
3,206.5,0.999837
4,206.5,0.407074
5,206.5,0.407074
6,206.5,0.67829
7,206.5,0.879098
8,206.5,0.879098
9,206.5,1
10,206.5,0.556436
11,206.5,0.448908
12,206.5,1
13,206.5,0.999837
14,206.5,0.407074
15,206.5,1
16,206.5,1
17,206.5,1
18,206.5,0.958849
19,206.5,0.981114
20,206.5,0.67829
1,207.5,0.418874
2,207.5,1
3,207.5,0.999516
4,207.5,0.331375
5,207.5,0.331375
6,207.5,0.666768
7,207.5,0.845667
8,207.5,0.845667
9,207.5,1
10,207.5,0.594384
11,207.5,0.418874
12,207.5,1
13,207.5,0.999516
14,207.5,0.331375
15,207.5,1
16,207.5,1
17,207.5,1
18,207.5,0.96462
19,207.5,0.979245
20,207.5,0.666768
1,208.5,0.389729
2,208.5,1
3,208.5,0.999026
4,208.5,0.264097
5,208.5,0.264097
6,208.5,0.657425
7,208.5,0.809376
8,208.5,0.809376
9,208.5,1
10,208.5,0.631238
11,208.5,0.389729
12,208.5,1
13,208.5,0.999026
14,208.5,0.264097
15,208.5,1
16,208.5,1
17,208.5,1
18,208.5,0.969977
19,208.5,0.977292
20,208.5,0.657425
1,209.5,0.361573
2,209.5,1
3,209.5,0.998366
4,209.5,0.206066
5,209.5,0.206066
6,209.5,0.649992
7,209.5,0.770708
8,209.5,0.770708
9,209.5,1
10,209.5,0.666621
11,209.5,0.361573
12,209.5,1
13,209.5,0.998366
14,209.5,0.206066
15,209.5,1
16,209.5,1
17,209.5,1
18,209.5,0.974913
19,209.5,0.975253
20,209.5,0.649992
1,210.5,0.334489
2,210.5,1
3,210.5,0.997536
4,210.5,0.157416
5,210.5,0.157416
6,210.5,0.644191
7,210.5,0.73016
8,210.5,0.73016
9,210.5,1
10,210.5,0.700221
11,210.5,0.334489
12,210.5,1
13,210.5,0.997536
14,210.5,0.157416
15,210.5,1
16,210.5,1
17,210.5,1
18,210.5,0.979422
19,210.5,0.973131
20,210.5,0.644191
1,211.5,0.308547
2,211.5,1
3,211.5,0.996538
4,211.5,0.11773
5,211.5,0.11773
6,211.5,0.639748
7,211.5,0.688232
8,211.5,0.688232
9,211.5,1
10,211.5,0.731798
11,211.5,0.308547
12,211.5,1
13,211.5,0.996538
14,211.5,0.11773
15,211.5,1
16,211.5,1
17,211.5,1
18,211.5,0.983497
19,211.5,0.970925
20,211.5,0.639748
1,212.5,0.283801
2,212.5,1
3,212.5,0.99537
4,212.5,0.0862041
5,212.5,0.0862041
6,212.5,0.636406
7,212.5,0.645416
8,212.5,0.645416
9,212.5,1
10,212.5,0.761182
11,212.5,0.283801
12,212.5,1
13,212.5,0.99537
14,212.5,0.0862041
15,212.5,1
16,212.5,1
17,212.5,1
18,212.5,0.987133
19,212.5,0.968636
20,212.5,0.636406
1,213.5,0.260291
2,213.5,1
3,213.5,0.994034
4,213.5,0.0617967
5,213.5,0.0617967
6,213.5,0.633938
7,213.5,0.602191
8,213.5,0.602191
9,213.5,1
10,213.5,0.788279
11,213.5,0.260291
12,213.5,1
13,213.5,0.994034
14,213.5,0.0617967
15,213.5,1
16,213.5,1
17,213.5,1
18,213.5,0.990325
19,213.5,0.966265
20,213.5,0.633938
1,214.5,0.238045
2,214.5,1
3,214.5,0.99253
4,214.5,0.0433712
5,214.5,0.0433712
6,214.5,0.632147
7,214.5,0.559007
8,214.5,0.559007
9,214.5,1
10,214.5,0.813057
11,214.5,0.238045
12,214.5,1
13,214.5,0.99253
14,214.5,0.0433712
15,214.5,1
16,214.5,1
17,214.5,1
18,214.5,0.993068
19,214.5,0.963812
20,214.5,0.632147
1,215.5,0.217075
2,215.5,1
3,215.5,0.990857
4,215.5,0.0298013
5,215.5,0.0298013
6,215.5,0.630872
7,215.5,0.516284
8,215.5,0.516284
9,215.5,1
10,215.5,0.835539
11,215.5,0.217075
12,215.5,1
13,215.5,0.990857
14,215.5,0.0298013
15,215.5,1
16,215.5,1
17,215.5,1
18,215.5,0.995359
19,215.5,0.961278
20,215.5,0.630872
1,216.5,0.197386
2,216.5,1
3,216.5,0.989018
4,216.5,0.0200479
5,216.5,0.0200479
6,216.5,0.629979
7,216.5,0.474404
8,216.5,0.474404
9,216.5,1
10,216.5,0.855798
11,216.5,0.197386
12,216.5,1
13,216.5,0.989018
14,216.5,0.0200479
15,216.5,1
16,216.5,1
17,216.5,1
18,216.5,0.997194
19,216.5,0.958664
20,216.5,0.629979
1,217.5,0.178968
2,217.5,1
3,217.5,0.987011
4,217.5,0.0132039
5,217.5,0.0132039
6,217.5,0.629365
7,217.5,0.433708
8,217.5,0.433708
9,217.5,1
10,217.5,0.873937
11,217.5,0.178968
12,217.5,1
13,217.5,0.987011
14,217.5,0.0132039
15,217.5,1
16,217.5,1
17,217.5,1
18,217.5,0.998571
19,217.5,0.95597
20,217.5,0.629365
1,218.5,0.161803
2,218.5,1
3,218.5,0.984839
4,218.5,0.00851396
5,218.5,0.00851396
6,218.5,0.628949
7,218.5,0.394489
8,218.5,0.394489
9,218.5,1
10,218.5,0.890088
11,218.5,0.161803
12,218.5,1
13,218.5,0.984839
14,218.5,0.00851396
15,218.5,1
16,218.5,1
17,218.5,1
18,218.5,0.999489
19,218.5,0.953197
20,218.5,0.628949
1,219.5,0.145865
2,219.5,1
3,219.5,0.9825
4,219.5,0.00537478
5,219.5,0.00537478
6,219.5,0.628674
7,219.5,0.356994
8,219.5,0.356994
9,219.5,1
10,219.5,0.904396
11,219.5,0.145865
12,219.5,1
13,219.5,0.9825
14,219.5,0.00537478
15,219.5,1
16,219.5,1
17,219.5,1
18,219.5,0.999945
19,219.5,0.950345
20,219.5,0.628674
1,220.5,0.131121
2,220.5,1
3,220.5,0.979997
4,220.5,0.00332191
5,220.5,0.00332191
6,220.5,0.628493
7,220.5,0.321422
8,220.5,0.321422
9,220.5,1
10,220.5,0.917015
11,220.5,0.131121
12,220.5,1
13,220.5,0.979997
14,220.5,0.00332191
15,220.5,1
16,220.5,1
17,220.5,1
18,220.5,1
19,220.5,0.947416
20,220.5,0.628493
1,221.5,0.117528
2,221.5,1
3,221.5,0.977329
4,221.5,0.00201009
5,221.5,0.00201009
6,221.5,0.628378
7,221.5,0.287925
8,221.5,0.287925
9,221.5,1
10,221.5,0.9281
11,221.5,0.117528
12,221.5,1
13,221.5,0.977329
14,221.5,0.00201009
15,221.5,1
16,221.5,1
17,221.5,1
18,221.5,1
19,221.5,0.944411
20,221.5,0.628378
1,222.5,0.105043
2,222.5,1
3,222.5,0.974497
4,222.5,0.0011908
5,222.5,0.0011908
6,222.5,0.628305
7,222.5,0.256609
8,222.5,0.256609
9,222.5,1
10,222.5,0.937806
11,222.5,0.105043
12,222.5,1
13,222.5,0.974497
14,222.5,0.0011908
15,222.5,1
16,222.5,1
17,222.5,1
18,222.5,1
19,222.5,0.941329
20,222.5,0.628305
1,223.5,0.0936152
2,223.5,1
3,223.5,0.971503
4,223.5,0.000690662
5,223.5,0.000690662
6,223.5,0.62826
7,223.5,0.227537
8,223.5,0.227537
9,223.5,1
10,223.5,0.946277
11,223.5,0.0936152
12,223.5,1
13,223.5,0.971503
14,223.5,0.000690662
15,223.5,1
16,223.5,1
17,223.5,1
18,223.5,1
19,223.5,0.938173
20,223.5,0.62826
1,224.5,0.0831913
2,224.5,1
3,224.5,0.968347
4,224.5,0.000392184
5,224.5,0.000392184
6,224.5,0.628232
7,224.5,0.200734
8,224.5,0.200734
9,224.5,1
10,224.5,0.953651
11,224.5,0.0831913
12,224.5,1
13,224.5,0.968347
14,224.5,0.000392184
15,224.5,1
16,224.5,1
17,224.5,1
18,224.5,0.999998
19,224.5,0.934942
20,224.5,0.628232
1,225.5,0.0737162
2,225.5,1
3,225.5,0.965029
4,225.5,0.000218029
5,225.5,0.000218029
6,225.5,0.628215
7,225.5,0.176189
8,225.5,0.176189
9,225.5,1
10,225.5,0.960056
11,225.5,0.0737162
12,225.5,1
13,225.5,0.965029
14,225.5,0.000218029
15,225.5,1
16,225.5,1
17,225.5,1
18,225.5,0.999961
19,225.5,0.931638
20,225.5,0.628215
1,226.5,0.065133
2,226.5,1
