TOTAL,Catch,Survey,Length_comp,Age_comp,SizeFreq,Recruitment,Forecast_Recruitment,Parm_softbounds,F_Ballpark,F_Ballpark.info_only._2010_estF_tgtF
1672.87,0.43703,-29.5033,151.609,121.472,1434.6,-5.88377,0.0210218,0.0196924,0.0958203,0.464774
